ts	httpadvanced_download_bandwidth
2021-06-02 05:49:38	28899.0
2021-06-02 05:59:38	30803.0
2021-06-02 06:09:38	30623.0
2021-06-02 06:19:38	30770.0
2021-06-02 06:29:38	30162.0
2021-06-02 06:39:38	26518.0
2021-06-02 06:49:37	31289.0
2021-06-02 06:59:37	31142.0
2021-06-02 07:09:37	31358.0
2021-06-02 07:19:38	29412.0
2021-06-02 07:29:38	28391.0
2021-06-02 07:39:37	30919.0
2021-06-02 07:49:38	28669.0
2021-06-02 07:59:37	30628.0
2021-06-02 08:09:42	
2021-06-02 08:09:49	29870.0
2021-06-02 08:19:37	30666.0
2021-06-02 08:29:39	25424.0
2021-06-02 08:39:39	24032.0
2021-06-02 08:49:37	31460.0
2021-06-02 08:59:37	31301.0
2021-06-02 09:09:37	30439.0
2021-06-02 09:19:37	30628.0
2021-06-02 09:29:38	26878.0
2021-06-02 09:39:37	29932.0
2021-06-02 09:49:37	30016.0
2021-06-02 09:59:37	30847.0
2021-06-02 10:09:42	
2021-06-02 10:09:49	26192.0
2021-06-02 10:19:44	
2021-06-02 10:19:57	
2021-06-02 10:29:38	27495.0
2021-06-02 10:39:37	30418.0
2021-06-02 10:49:44	
2021-06-02 10:49:51	
2021-06-02 10:59:42	
2021-06-02 11:08:07	25224.0
2021-06-02 11:09:37	29352.0
2021-06-02 11:19:37	31785.0
2021-06-02 11:29:38	26654.0
2021-06-02 11:39:37	30936.0
2021-06-02 11:49:37	31193.0
2021-06-02 11:59:38	25350.0
2021-06-02 12:09:37	30504.0
2021-06-02 12:19:37	30853.0
2021-06-02 12:29:37	31524.0
2021-06-02 12:39:37	30705.0
2021-06-02 12:49:37	30515.0
2021-06-02 12:59:37	31861.0
2021-06-02 13:09:37	32152.0
2021-06-02 13:19:37	31008.0
2021-06-02 13:29:37	31495.0
2021-06-02 13:39:37	29629.0
2021-06-02 13:49:37	31323.0
2021-06-02 13:59:37	31120.0
2021-06-02 14:09:37	30052.0
2021-06-02 14:19:37	31199.0
2021-06-02 14:29:37	31284.0
2021-06-02 14:39:37	30754.0
2021-06-02 14:49:37	30168.0
2021-06-02 14:59:37	29788.0
2021-06-02 15:09:37	30375.0
2021-06-02 15:19:37	32333.0
2021-06-02 15:29:37	31639.0
2021-06-02 15:39:37	29793.0
2021-06-02 15:49:37	31014.0
2021-06-02 15:59:37	31255.0
2021-06-02 16:09:37	29829.0
2021-06-02 16:19:42	
2021-06-02 16:19:48	29538.0
2021-06-02 16:29:37	29624.0
2021-06-02 16:39:42	
2021-06-02 16:39:48	30997.0
2021-06-02 16:49:37	30199.0
2021-06-02 16:59:37	31797.0
2021-06-02 17:09:37	30569.0
2021-06-02 17:19:37	30231.0
2021-06-02 17:29:37	29262.0
2021-06-02 17:39:37	27738.0
2021-06-02 17:49:38	27102.0
2021-06-02 17:59:37	30986.0
2021-06-02 18:09:38	26720.0
2021-06-02 18:19:38	26248.0
2021-06-02 18:29:37	30402.0
2021-06-02 18:39:37	30353.0
2021-06-02 18:49:37	30770.0
2021-06-02 18:59:37	30836.0
2021-06-02 19:09:37	28090.0
2021-06-02 19:19:37	26807.0
2021-06-02 19:29:38	25801.0
2021-06-02 19:39:37	31070.0
2021-06-02 19:49:37	30026.0
2021-06-02 19:59:37	30295.0
2021-06-02 20:09:37	30136.0
2021-06-02 20:19:36	31535.0
2021-06-02 20:29:36	32021.0
2021-06-02 20:39:37	30359.0
2021-06-02 20:49:37	29700.0
2021-06-02 20:59:37	30052.0
2021-06-02 21:09:37	29798.0
2021-06-02 21:19:37	29762.0
2021-06-02 21:29:37	30455.0
2021-06-02 21:39:37	30798.0
2021-06-02 21:49:36	31204.0
2021-06-02 21:59:37	28837.0
2021-06-02 22:09:37	30194.0
2021-06-02 22:19:36	31306.0
2021-06-02 22:29:36	31587.0
2021-06-02 22:39:36	31306.0
2021-06-02 22:49:36	31369.0
2021-06-02 22:59:36	31808.0
2021-06-02 23:09:36	30683.0
2021-06-02 23:19:36	31075.0
2021-06-02 23:29:36	32333.0
2021-06-02 23:39:36	30184.0
2021-06-02 23:49:36	31651.0
2021-06-02 23:59:36	32015.0
2021-06-03 00:09:37	26551.0
2021-06-03 00:19:37	27503.0
2021-06-03 00:29:36	31244.0
2021-06-03 00:39:36	31703.0
2021-06-03 00:49:36	31599.0
2021-06-03 00:59:36	30316.0
2021-06-03 01:09:37	28866.0
2021-06-03 01:19:36	31489.0
2021-06-03 01:29:37	27796.0
2021-06-03 01:39:36	32009.0
2021-06-03 01:49:36	31455.0
2021-06-03 01:59:36	32590.0
2021-06-03 02:09:36	32436.0
2021-06-03 02:19:36	32212.0
2021-06-03 02:29:36	31159.0
2021-06-03 02:39:36	29937.0
2021-06-03 02:49:36	32418.0
2021-06-03 02:59:36	31165.0
2021-06-03 03:09:36	32015.0
2021-06-03 03:19:36	31803.0
2021-06-03 03:29:36	30078.0
2021-06-03 03:39:36	32844.0
2021-06-03 03:49:36	31426.0
2021-06-03 03:59:36	32455.0
2021-06-03 04:09:36	31278.0
2021-06-03 04:19:36	31832.0
2021-06-03 04:29:36	32033.0
2021-06-03 04:39:36	30721.0
2021-06-03 04:49:36	31553.0
2021-06-03 04:59:36	31762.0
2021-06-03 05:09:36	31187.0
2021-06-03 05:19:36	32267.0
2021-06-03 05:29:36	30152.0
2021-06-03 05:39:36	30914.0
2021-06-03 05:49:36	31352.0
2021-06-03 05:59:36	30450.0
2021-06-03 06:09:36	31306.0
2021-06-03 06:19:36	31329.0
2021-06-03 06:29:36	29148.0
2021-06-03 06:39:36	30754.0
2021-06-03 06:49:36	31599.0
2021-06-03 06:59:36	31064.0
2021-06-03 07:09:37	25697.0
2021-06-03 07:19:36	30787.0
2021-06-03 07:29:36	31535.0
2021-06-03 07:39:36	31750.0
2021-06-03 07:49:36	28688.0
2021-06-03 07:59:36	30226.0
2021-06-03 08:09:36	29583.0
2021-06-03 08:19:36	30803.0
2021-06-03 08:29:37	26678.0
2021-06-03 08:39:36	30258.0
2021-06-03 08:49:36	30327.0
2021-06-03 08:59:36	27539.0
2021-06-03 09:09:36	28085.0
2021-06-03 09:19:36	27796.0
2021-06-03 09:29:36	27827.0
2021-06-03 09:39:36	31058.0
2021-06-03 09:49:36	30423.0
2021-06-03 09:59:36	26699.0
2021-06-03 10:09:36	30279.0
2021-06-03 10:19:36	30628.0
2021-06-03 10:29:36	30337.0
2021-06-03 10:39:36	30466.0
2021-06-03 10:49:36	30941.0
2021-06-03 10:59:36	26840.0
2021-06-03 11:09:37	25342.0
2021-06-03 11:19:36	30152.0
2021-06-03 11:29:36	30498.0
2021-06-03 11:39:36	28875.0
2021-06-03 11:49:36	30601.0
2021-06-03 11:59:35	30809.0
2021-06-03 12:09:35	30585.0
2021-06-03 12:19:35	30650.0
2021-06-03 12:29:36	29437.0
2021-06-03 12:39:36	29347.0
2021-06-03 12:49:35	31014.0
2021-06-03 12:59:40	
2021-06-03 12:59:46	31750.0
2021-06-03 13:09:35	31064.0
2021-06-03 13:19:35	30947.0
2021-06-03 13:29:35	31506.0
2021-06-03 13:39:35	31109.0
2021-06-03 13:49:35	31622.0
2021-06-03 13:59:36	29614.0
2021-06-03 14:09:35	30672.0
2021-06-03 14:19:36	27990.0
2021-06-03 14:29:36	27521.0
2021-06-03 14:39:36	27499.0
2021-06-03 14:49:36	26608.0
2021-06-03 14:59:36	26987.0
2021-06-03 15:09:35	29741.0
2021-06-03 15:19:40	
2021-06-03 15:19:46	31216.0
2021-06-03 15:29:37	24661.0
2021-06-03 15:39:36	26232.0
2021-06-03 15:49:35	29262.0
2021-06-03 15:59:36	26268.0
2021-06-03 16:09:36	25537.0
2021-06-03 16:19:36	25839.0
2021-06-03 16:29:36	25231.0
2021-06-03 16:39:36	25812.0
2021-06-03 16:49:35	28924.0
2021-06-03 16:59:38	
2021-06-03 16:59:44	30412.0
2021-06-03 17:09:37	24587.0
2021-06-03 17:19:36	25324.0
2021-06-03 17:29:35	29119.0
2021-06-03 17:39:35	30120.0
2021-06-03 17:49:35	29417.0
2021-06-03 17:59:35	29680.0
2021-06-03 18:09:35	28381.0
2021-06-03 18:19:36	24594.0
2021-06-03 18:29:36	25832.0
2021-06-03 18:39:36	25913.0
2021-06-03 18:49:36	26180.0
2021-06-03 18:59:36	26015.0
2021-06-03 19:09:36	26200.0
2021-06-03 19:19:36	24184.0
2021-06-03 19:29:36	24194.0
2021-06-03 19:39:35	31329.0
2021-06-03 19:49:36	25886.0
2021-06-03 19:59:36	25766.0
2021-06-03 20:09:36	25824.0
2021-06-03 20:19:36	26373.0
2021-06-03 20:29:36	25983.0
2021-06-03 20:39:36	25246.0
2021-06-03 20:49:36	26494.0
2021-06-03 20:59:36	26377.0
2021-06-03 21:09:36	23820.0
2021-06-03 21:19:37	22876.0
2021-06-03 21:29:36	25820.0
2021-06-03 21:39:36	26054.0
2021-06-03 21:49:36	25286.0
2021-06-03 21:59:36	25575.0
2021-06-03 22:09:36	26180.0
2021-06-03 22:19:36	26924.0
2021-06-03 22:29:35	27464.0
2021-06-03 22:39:36	26425.0
2021-06-03 22:49:36	26328.0
2021-06-03 22:59:36	25545.0
2021-06-03 23:09:36	24964.0
2021-06-03 23:19:36	25522.0
2021-06-03 23:29:36	26369.0
2021-06-03 23:39:35	27072.0
2021-06-03 23:49:35	27217.0
2021-06-03 23:59:35	30036.0
2021-06-04 00:09:36	25859.0
2021-06-04 00:19:35	30596.0
2021-06-04 00:29:35	30157.0
2021-06-04 00:39:35	30694.0
2021-06-04 00:49:35	29168.0
2021-06-04 00:59:35	29422.0
2021-06-04 01:09:35	30263.0
2021-06-04 01:19:35	30052.0
2021-06-04 01:29:35	28736.0
2021-06-04 01:39:35	30353.0
2021-06-04 01:49:35	29317.0
2021-06-04 01:59:35	30168.0
2021-06-04 02:09:34	30520.0
2021-06-04 02:19:35	29649.0
2021-06-04 02:29:35	29297.0
2021-06-04 02:39:35	28358.0
2021-06-04 02:49:35	29948.0
2021-06-04 02:59:34	30407.0
2021-06-04 03:09:35	27200.0
2021-06-04 03:19:34	31968.0
2021-06-04 03:29:35	28972.0
2021-06-04 03:39:34	31137.0
2021-06-04 03:49:35	25594.0
2021-06-04 03:59:34	30332.0
2021-06-04 04:09:34	29813.0
2021-06-04 04:19:35	29716.0
2021-06-04 04:29:39	
2021-06-04 04:29:46	29543.0
2021-06-04 04:39:34	30964.0
2021-06-04 04:49:34	30721.0
2021-06-04 04:59:34	30152.0
2021-06-04 05:09:34	30407.0
2021-06-04 05:19:34	30579.0
2021-06-04 05:29:34	29875.0
2021-06-04 05:39:34	29752.0
2021-06-04 05:49:34	29782.0
2021-06-04 05:59:34	29798.0
2021-06-04 06:09:34	31126.0
2021-06-04 06:19:34	30596.0
2021-06-04 06:29:34	30242.0
2021-06-04 06:39:35	27756.0
2021-06-04 06:49:35	28335.0
2021-06-04 06:59:35	27863.0
2021-06-04 07:09:35	28104.0
2021-06-04 07:19:35	26453.0
2021-06-04 07:29:34	28731.0
2021-06-04 07:39:34	28683.0
2021-06-04 07:49:35	25084.0
2021-06-04 07:59:35	25956.0
2021-06-04 08:09:34	32122.0
2021-06-04 08:19:34	31340.0
2021-06-04 08:29:34	30936.0
2021-06-04 08:39:34	30947.0
2021-06-04 08:49:34	30016.0
2021-06-04 08:59:35	25379.0
2021-06-04 09:09:34	30471.0
2021-06-04 09:19:34	30353.0
2021-06-04 09:29:34	30737.0
2021-06-04 09:39:34	31506.0
2021-06-04 09:49:34	30418.0
2021-06-04 09:59:37	
2021-06-04 09:59:45	23264.0
2021-06-04 10:09:34	29543.0
2021-06-04 10:19:34	30290.0
2021-06-04 10:29:34	29911.0
2021-06-04 10:39:39	
2021-06-04 10:39:47	23570.0
2021-06-04 10:49:39	
2021-06-04 10:49:47	23461.0
2021-06-04 10:59:39	
2021-06-04 10:59:46	26149.0
2021-06-04 11:09:34	30809.0
2021-06-04 11:19:34	30908.0
2021-06-04 11:29:34	30152.0
2021-06-04 11:39:34	29257.0
2021-06-04 11:49:34	29705.0
2021-06-04 11:59:34	29558.0
2021-06-04 12:09:34	30656.0
2021-06-04 12:19:39	
2021-06-04 12:19:45	29721.0
2021-06-04 12:29:35	25874.0
2021-06-04 12:39:35	25716.0
2021-06-04 12:49:34	30509.0
2021-06-04 12:59:34	26928.0
2021-06-04 13:09:34	30348.0
2021-06-04 13:19:34	30574.0
2021-06-04 13:29:34	28817.0
2021-06-04 13:39:34	27412.0
2021-06-04 13:49:35	24469.0
2021-06-04 13:59:35	25117.0
2021-06-04 14:09:35	23296.0
2021-06-04 14:19:35	24130.0
2021-06-04 14:29:34	27517.0
2021-06-04 14:39:35	26200.0
2021-06-04 14:49:35	26133.0
2021-06-04 14:59:35	23800.0
2021-06-04 15:09:35	25905.0
2021-06-04 15:19:35	26216.0
2021-06-04 15:29:35	25172.0
2021-06-04 15:39:35	24320.0
2021-06-04 15:49:34	26691.0
2021-06-04 15:59:35	25743.0
2021-06-04 16:09:33	31375.0
2021-06-04 16:19:33	30980.0
2021-06-04 16:29:34	29808.0
2021-06-04 16:39:34	26720.0
2021-06-04 16:49:34	25909.0
2021-06-04 16:59:34	27119.0
2021-06-04 17:09:34	26320.0
2021-06-04 17:19:36	22026.0
2021-06-04 17:29:34	27097.0
2021-06-04 17:39:34	26109.0
2021-06-04 17:49:34	26695.0
2021-06-04 17:59:34	26547.0
2021-06-04 18:09:35	25324.0
2021-06-04 18:19:34	26490.0
2021-06-04 18:29:34	25636.0
2021-06-04 18:39:34	26870.0
2021-06-04 18:49:34	26683.0
2021-06-04 18:59:33	30552.0
2021-06-04 19:09:33	31721.0
2021-06-04 19:19:34	28669.0
2021-06-04 19:29:34	28851.0
2021-06-04 19:39:33	30036.0
2021-06-04 19:49:34	27904.0
2021-06-04 19:59:35	24164.0
2021-06-04 20:09:34	25805.0
2021-06-04 20:19:33	30063.0
2021-06-04 20:29:33	29665.0
2021-06-04 20:39:33	29614.0
2021-06-04 20:49:38	
2021-06-04 20:49:45	26141.0
2021-06-04 20:59:38	
2021-06-04 20:59:45	28822.0
2021-06-04 21:09:38	
2021-06-04 21:09:44	30402.0
2021-06-04 21:19:35	24531.0
2021-06-04 21:29:34	26089.0
2021-06-04 21:39:34	26486.0
2021-06-04 21:49:35	24187.0
2021-06-04 21:59:34	25019.0
2021-06-04 22:09:34	27068.0
2021-06-04 22:19:34	26832.0
2021-06-04 22:29:33	31697.0
2021-06-04 22:39:33	30969.0
2021-06-04 22:49:33	30498.0
2021-06-04 22:59:33	29989.0
2021-06-04 23:09:33	30672.0
2021-06-04 23:19:33	30919.0
2021-06-04 23:29:33	31267.0
2021-06-04 23:39:33	31148.0
2021-06-04 23:49:33	28731.0
2021-06-04 23:59:34	26180.0
2021-06-05 00:09:33	30563.0
2021-06-05 00:19:33	29208.0
2021-06-05 00:29:33	30958.0
2021-06-05 00:39:34	27922.0
2021-06-05 00:49:33	30628.0
2021-06-05 00:59:33	31564.0
2021-06-05 01:09:33	30842.0
2021-06-05 01:19:33	29948.0
2021-06-05 01:29:33	31968.0
2021-06-05 01:39:33	30199.0
2021-06-05 01:49:33	30991.0
2021-06-05 01:59:34	26324.0
2021-06-05 02:09:33	31991.0
2021-06-05 02:19:34	26320.0
2021-06-05 02:29:33	30364.0
2021-06-05 02:39:33	31443.0
2021-06-05 02:49:33	29891.0
2021-06-05 02:59:33	30157.0
2021-06-05 03:09:33	31261.0
2021-06-05 03:19:33	31176.0
2021-06-05 03:29:33	30005.0
2021-06-05 03:39:33	30042.0
2021-06-05 03:49:33	30914.0
2021-06-05 03:59:33	30574.0
2021-06-05 04:09:33	28784.0
2021-06-05 04:19:33	31019.0
2021-06-05 04:29:33	30601.0
2021-06-05 04:39:33	30656.0
2021-06-05 04:49:33	27908.0
2021-06-05 04:59:32	31715.0
2021-06-05 05:09:37	
2021-06-05 05:09:44	30010.0
2021-06-05 05:19:33	28489.0
2021-06-05 05:29:33	30343.0
2021-06-05 05:39:38	
2021-06-05 05:39:44	31956.0
2021-06-05 05:49:33	30574.0
2021-06-05 05:59:37	
2021-06-05 05:59:45	24986.0
2021-06-05 06:09:33	30321.0
2021-06-05 06:19:37	
2021-06-05 06:19:43	31148.0
2021-06-05 06:29:33	27360.0
2021-06-05 06:39:33	26165.0
2021-06-05 06:49:33	26745.0
2021-06-05 06:59:34	25556.0
2021-06-05 07:09:34	25605.0
2021-06-05 07:19:33	30194.0
2021-06-05 07:29:32	30853.0
2021-06-05 07:39:32	31086.0
2021-06-05 07:49:33	29482.0
2021-06-05 07:59:33	29979.0
2021-06-05 08:09:34	25220.0
2021-06-05 08:19:33	28693.0
2021-06-05 08:29:33	28962.0
2021-06-05 08:39:32	29963.0
2021-06-05 08:49:33	29397.0
2021-06-05 08:59:32	30412.0
2021-06-05 09:09:33	29257.0
2021-06-05 09:19:33	27827.0
2021-06-05 09:29:32	30370.0
2021-06-05 09:39:32	31204.0
2021-06-05 09:49:32	29932.0
2021-06-05 09:59:32	30579.0
2021-06-05 10:09:33	26849.0
2021-06-05 10:19:32	30126.0
2021-06-05 10:29:32	30094.0
2021-06-05 10:39:33	29094.0
2021-06-05 10:49:32	29367.0
2021-06-05 10:59:32	29593.0
2021-06-05 11:09:32	29839.0
2021-06-05 11:19:32	30157.0
2021-06-05 11:29:32	29654.0
2021-06-05 11:39:32	28861.0
2021-06-05 11:49:32	30880.0
2021-06-05 11:59:33	24728.0
2021-06-05 12:09:32	30184.0
2021-06-05 12:19:32	28832.0
2021-06-05 12:29:33	24986.0
2021-06-05 12:39:33	25828.0
2021-06-05 12:49:32	29357.0
2021-06-05 12:59:32	28588.0
2021-06-05 13:09:32	29598.0
2021-06-05 13:19:32	30520.0
2021-06-05 13:29:32	28574.0
2021-06-05 13:39:33	27622.0
2021-06-05 13:49:32	28433.0
2021-06-05 13:59:32	30402.0
2021-06-05 14:09:32	31466.0
2021-06-05 14:19:34	23302.0
2021-06-05 14:29:32	29362.0
2021-06-05 14:39:35	
2021-06-05 14:39:41	31070.0
2021-06-05 14:49:32	30131.0
2021-06-05 14:59:32	28890.0
2021-06-05 15:09:32	29099.0
2021-06-05 15:19:32	28967.0
2021-06-05 15:29:32	29173.0
2021-06-05 15:39:32	30418.0
2021-06-05 15:49:32	30242.0
2021-06-05 15:59:32	30052.0
2021-06-05 16:09:32	29011.0
2021-06-05 16:19:32	30042.0
2021-06-05 16:29:32	29588.0
2021-06-05 16:39:33	25909.0
2021-06-05 16:49:33	26539.0
2021-06-05 16:59:32	28456.0
2021-06-05 17:09:33	25462.0
2021-06-05 17:19:33	26256.0
2021-06-05 17:29:32	28755.0
2021-06-05 17:39:33	26417.0
2021-06-05 17:49:32	29680.0
2021-06-05 17:59:32	28846.0
2021-06-05 18:09:32	30189.0
2021-06-05 18:19:32	29382.0
2021-06-05 18:29:33	25933.0
2021-06-05 18:39:32	29119.0
2021-06-05 18:49:32	29906.0
2021-06-05 18:59:32	27174.0
2021-06-05 19:09:32	29813.0
2021-06-05 19:19:33	24918.0
2021-06-05 19:29:32	30925.0
2021-06-05 19:39:32	29262.0
2021-06-05 19:49:32	30068.0
2021-06-05 19:59:33	25743.0
2021-06-05 20:09:32	30407.0
2021-06-05 20:19:32	29891.0
2021-06-05 20:29:32	29870.0
2021-06-05 20:39:32	30026.0
2021-06-05 20:49:32	29213.0
2021-06-05 20:59:33	25859.0
2021-06-05 21:09:31	30391.0
2021-06-05 21:19:31	30897.0
2021-06-05 21:29:32	27468.0
2021-06-05 21:39:32	29099.0
2021-06-05 21:49:32	29746.0
2021-06-05 21:59:31	30120.0
2021-06-05 22:09:32	29213.0
2021-06-05 22:19:32	29462.0
2021-06-05 22:29:31	32394.0
2021-06-05 22:39:31	30316.0
2021-06-05 22:49:32	26567.0
2021-06-05 22:59:33	23445.0
2021-06-05 23:09:32	28962.0
2021-06-05 23:19:31	31363.0
2021-06-05 23:29:31	29922.0
2021-06-05 23:39:32	29070.0
2021-06-05 23:49:31	29680.0
2021-06-05 23:59:31	29943.0
2021-06-06 00:09:31	29716.0
2021-06-06 00:19:31	30737.0
2021-06-06 00:29:31	30407.0
2021-06-06 00:39:31	29217.0
2021-06-06 00:49:31	29685.0
2021-06-06 00:59:31	29767.0
2021-06-06 01:09:36	
2021-06-06 01:09:42	31047.0
2021-06-06 01:19:31	30515.0
2021-06-06 01:29:31	30147.0
2021-06-06 01:39:31	30147.0
2021-06-06 01:49:31	30952.0
2021-06-06 01:59:32	26531.0
2021-06-06 02:09:31	30596.0
2021-06-06 02:19:32	26007.0
2021-06-06 02:29:31	30743.0
2021-06-06 02:39:31	30078.0
2021-06-06 02:49:31	30131.0
2021-06-06 02:59:31	30226.0
2021-06-06 03:09:31	30152.0
2021-06-06 03:19:31	30634.0
2021-06-06 03:29:31	28760.0
2021-06-06 03:39:31	30536.0
2021-06-06 03:49:31	30327.0
2021-06-06 03:59:31	31547.0
2021-06-06 04:09:31	30402.0
2021-06-06 04:19:31	30189.0
2021-06-06 04:29:31	30321.0
2021-06-06 04:39:31	30563.0
2021-06-06 04:49:31	31914.0
2021-06-06 04:59:34	
2021-06-06 04:59:40	29979.0
2021-06-06 05:09:31	28717.0
2021-06-06 05:19:31	30016.0
2021-06-06 05:29:31	30590.0
2021-06-06 05:39:31	30975.0
2021-06-06 05:49:31	29467.0
