ts	http_loading_time
2021-06-01 14:04:28	36.0
2021-06-01 14:14:28	40.0
2021-06-01 14:24:28	29.0
2021-06-01 14:34:28	38.0
2021-06-01 14:44:28	37.0
2021-06-01 14:54:28	37.0
2021-06-01 15:04:28	38.0
2021-06-01 15:14:28	38.0
2021-06-01 15:24:28	32.0
2021-06-01 15:34:28	29.0
2021-06-01 15:44:28	38.0
2021-06-01 15:54:28	39.0
2021-06-01 16:04:28	38.0
2021-06-01 16:14:28	38.0
2021-06-01 16:24:28	27.0
2021-06-01 16:34:28	37.0
2021-06-01 16:44:28	39.0
2021-06-01 16:54:28	37.0
2021-06-01 17:04:28	34.0
2021-06-01 17:14:28	37.0
2021-06-01 17:24:28	31.0
2021-06-01 17:34:28	38.0
2021-06-01 17:44:28	38.0
2021-06-01 17:54:28	37.0
2021-06-01 18:04:28	39.0
2021-06-01 18:14:28	40.0
2021-06-01 18:24:28	27.0
2021-06-01 18:34:28	37.0
2021-06-01 18:44:28	36.0
2021-06-01 18:54:28	42.0
2021-06-01 19:04:28	37.0
2021-06-01 19:14:28	39.0
2021-06-01 19:24:28	38.0
2021-06-01 19:34:28	37.0
2021-06-01 19:44:28	38.0
2021-06-01 19:54:28	39.0
2021-06-01 20:04:28	37.0
2021-06-01 20:14:28	38.0
2021-06-01 20:24:28	37.0
2021-06-01 20:34:28	36.0
2021-06-01 20:44:28	41.0
2021-06-01 20:54:28	39.0
2021-06-01 21:04:28	37.0
2021-06-01 21:14:28	37.0
2021-06-01 21:24:28	31.0
2021-06-01 21:34:28	33.0
2021-06-01 21:44:28	40.0
2021-06-01 21:54:28	39.0
2021-06-01 22:04:28	37.0
2021-06-01 22:14:28	38.0
2021-06-01 22:24:28	37.0
2021-06-01 22:34:28	38.0
2021-06-01 22:44:28	38.0
2021-06-01 22:54:28	41.0
2021-06-01 23:04:28	37.0
2021-06-01 23:14:28	39.0
2021-06-01 23:24:28	39.0
2021-06-01 23:34:28	37.0
2021-06-01 23:44:28	36.0
2021-06-01 23:54:28	38.0
2021-06-02 00:04:28	39.0
2021-06-02 00:14:28	37.0
2021-06-02 00:24:28	38.0
2021-06-02 00:34:28	37.0
2021-06-02 00:44:28	36.0
2021-06-02 00:54:28	37.0
2021-06-02 01:04:28	36.0
2021-06-02 01:14:28	37.0
2021-06-02 01:24:28	37.0
2021-06-02 01:34:28	39.0
2021-06-02 01:44:28	37.0
2021-06-02 01:54:28	38.0
2021-06-02 02:04:28	39.0
2021-06-02 02:14:28	38.0
2021-06-02 02:24:28	38.0
2021-06-02 02:34:28	40.0
2021-06-02 02:44:28	37.0
2021-06-02 02:54:28	41.0
2021-06-02 03:04:28	38.0
2021-06-02 03:14:28	30.0
2021-06-02 03:24:28	38.0
2021-06-02 03:34:28	39.0
2021-06-02 03:44:28	34.0
2021-06-02 03:54:28	37.0
2021-06-02 04:04:28	39.0
2021-06-02 04:14:28	37.0
2021-06-02 04:24:28	39.0
2021-06-02 04:34:28	31.0
2021-06-02 04:44:28	37.0
2021-06-02 04:54:28	40.0
2021-06-02 05:04:28	37.0
2021-06-02 05:14:28	38.0
2021-06-02 05:24:28	35.0
2021-06-02 05:34:28	38.0
2021-06-02 05:44:28	38.0
2021-06-02 05:54:28	40.0
2021-06-02 06:04:28	37.0
2021-06-02 06:14:28	38.0
2021-06-02 06:24:28	31.0
2021-06-02 06:34:28	36.0
2021-06-02 06:44:28	39.0
2021-06-02 06:54:28	33.0
2021-06-02 07:04:28	30.0
2021-06-02 07:14:28	36.0
2021-06-02 07:24:28	37.0
2021-06-02 07:34:28	27.0
2021-06-02 07:44:28	37.0
2021-06-02 07:54:28	40.0
2021-06-02 08:04:28	36.0
2021-06-02 08:14:28	38.0
2021-06-02 08:24:28	36.0
2021-06-02 08:34:28	38.0
2021-06-02 08:44:28	39.0
2021-06-02 08:54:28	40.0
2021-06-02 09:04:28	38.0
2021-06-02 09:14:28	41.0
2021-06-02 09:24:28	38.0
2021-06-02 09:34:28	31.0
2021-06-02 09:44:28	41.0
2021-06-02 09:54:28	39.0
2021-06-02 10:04:28	38.0
2021-06-02 10:14:28	37.0
2021-06-02 10:24:28	38.0
2021-06-02 10:34:28	38.0
2021-06-02 10:44:28	38.0
2021-06-02 10:54:28	41.0
2021-06-02 11:04:28	37.0
2021-06-02 11:14:28	37.0
2021-06-02 11:24:28	38.0
2021-06-02 11:34:28	37.0
2021-06-02 11:44:28	36.0
2021-06-02 11:54:28	39.0
2021-06-02 12:04:28	37.0
2021-06-02 12:14:28	39.0
2021-06-02 12:24:28	35.0
2021-06-02 12:34:28	40.0
2021-06-02 12:44:28	38.0
2021-06-02 12:54:28	38.0
2021-06-02 13:04:28	39.0
2021-06-02 13:14:28	32.0
2021-06-02 13:24:28	40.0
2021-06-02 13:34:28	37.0
2021-06-02 13:44:28	39.0
2021-06-02 13:54:28	38.0
2021-06-02 14:04:28	40.0
2021-06-02 14:14:28	37.0
2021-06-02 14:24:28	38.0
2021-06-02 14:34:28	39.0
2021-06-02 14:44:28	38.0
2021-06-02 14:54:28	37.0
2021-06-02 15:04:28	32.0
2021-06-02 15:14:28	37.0
2021-06-02 15:24:28	39.0
2021-06-02 15:34:28	37.0
2021-06-02 15:44:28	36.0
2021-06-02 15:54:28	36.0
2021-06-02 16:04:28	38.0
2021-06-02 16:14:28	37.0
2021-06-02 16:24:28	39.0
2021-06-02 16:34:28	37.0
2021-06-02 16:44:28	37.0
2021-06-02 16:54:28	37.0
2021-06-02 17:04:28	37.0
2021-06-02 17:14:28	39.0
2021-06-02 17:24:28	36.0
2021-06-02 17:34:28	28.0
2021-06-02 17:44:28	41.0
2021-06-02 17:54:28	40.0
2021-06-02 18:04:28	41.0
2021-06-02 18:14:28	36.0
2021-06-02 18:24:28	39.0
2021-06-02 18:34:28	32.0
2021-06-02 18:44:28	39.0
2021-06-02 18:54:28	37.0
2021-06-02 19:04:28	39.0
2021-06-02 19:14:28	35.0
2021-06-02 19:24:28	39.0
2021-06-02 19:34:28	36.0
2021-06-02 19:44:28	40.0
2021-06-02 19:54:28	38.0
2021-06-02 20:04:28	38.0
2021-06-02 20:14:28	38.0
2021-06-02 20:24:28	37.0
2021-06-02 20:34:28	46.0
2021-06-02 20:44:28	35.0
2021-06-02 20:54:28	39.0
2021-06-02 21:04:28	39.0
2021-06-02 21:14:28	37.0
2021-06-02 21:24:28	40.0
2021-06-02 21:34:28	39.0
2021-06-02 21:44:28	37.0
2021-06-02 21:54:28	40.0
2021-06-02 22:04:28	37.0
2021-06-02 22:14:28	39.0
2021-06-02 22:24:28	39.0
2021-06-02 22:34:28	38.0
2021-06-02 22:44:28	38.0
2021-06-02 22:54:28	40.0
2021-06-02 23:04:28	38.0
2021-06-02 23:14:28	38.0
2021-06-02 23:24:28	38.0
2021-06-02 23:34:28	37.0
2021-06-02 23:44:28	33.0
2021-06-02 23:54:28	40.0
2021-06-03 00:04:28	36.0
2021-06-03 00:14:28	37.0
2021-06-03 00:24:28	41.0
2021-06-03 00:34:28	37.0
2021-06-03 00:44:28	38.0
2021-06-03 00:54:28	39.0
2021-06-03 01:04:28	37.0
2021-06-03 01:14:28	40.0
2021-06-03 01:24:28	39.0
2021-06-03 01:34:28	40.0
2021-06-03 01:44:28	34.0
2021-06-03 01:54:28	40.0
2021-06-03 02:04:28	39.0
2021-06-03 02:14:28	37.0
2021-06-03 02:24:28	40.0
2021-06-03 02:34:28	37.0
2021-06-03 02:44:28	37.0
2021-06-03 02:54:28	39.0
2021-06-03 03:04:28	35.0
2021-06-03 03:14:28	38.0
2021-06-03 03:24:28	38.0
2021-06-03 03:34:28	39.0
2021-06-03 03:44:28	38.0
2021-06-03 03:54:28	37.0
2021-06-03 04:04:28	38.0
2021-06-03 04:14:28	37.0
2021-06-03 04:24:28	39.0
2021-06-03 04:34:28	37.0
2021-06-03 04:44:28	38.0
2021-06-03 04:54:28	33.0
2021-06-03 05:04:28	40.0
2021-06-03 05:14:28	37.0
2021-06-03 05:24:28	32.0
2021-06-03 05:34:28	39.0
2021-06-03 05:44:28	36.0
2021-06-03 05:54:28	39.0
2021-06-03 06:04:28	41.0
2021-06-03 06:14:28	37.0
2021-06-03 06:24:28	42.0
2021-06-03 06:34:28	39.0
2021-06-03 06:44:28	33.0
2021-06-03 06:54:28	38.0
2021-06-03 07:04:28	37.0
2021-06-03 07:14:28	37.0
2021-06-03 07:24:28	37.0
2021-06-03 07:34:28	37.0
2021-06-03 07:44:28	39.0
2021-06-03 07:54:28	36.0
2021-06-03 08:04:28	38.0
2021-06-03 08:14:28	37.0
2021-06-03 08:24:28	39.0
2021-06-03 08:34:28	38.0
2021-06-03 08:44:28	37.0
2021-06-03 08:54:28	37.0
2021-06-03 09:04:28	38.0
2021-06-03 09:14:28	37.0
2021-06-03 09:24:28	35.0
2021-06-03 09:34:28	29.0
2021-06-03 09:44:28	36.0
2021-06-03 09:54:28	37.0
2021-06-03 10:04:28	38.0
2021-06-03 10:14:28	39.0
2021-06-03 10:24:28	40.0
2021-06-03 10:34:28	38.0
2021-06-03 10:44:28	40.0
2021-06-03 10:54:28	38.0
2021-06-03 11:04:28	40.0
2021-06-03 11:14:28	41.0
2021-06-03 11:24:28	39.0
2021-06-03 11:34:28	36.0
2021-06-03 11:44:28	38.0
2021-06-03 11:54:28	38.0
2021-06-03 12:04:28	39.0
2021-06-03 12:14:28	40.0
2021-06-03 12:24:28	38.0
2021-06-03 12:34:28	41.0
2021-06-03 12:44:28	31.0
2021-06-03 12:54:28	43.0
2021-06-03 13:04:28	42.0
2021-06-03 13:14:28	38.0
2021-06-03 13:24:28	38.0
2021-06-03 13:34:28	39.0
2021-06-03 13:44:28	37.0
2021-06-03 13:54:28	41.0
2021-06-03 14:04:28	38.0
2021-06-03 14:14:28	37.0
2021-06-03 14:24:28	39.0
2021-06-03 14:34:28	38.0
2021-06-03 14:44:28	39.0
2021-06-03 14:54:28	38.0
2021-06-03 15:04:28	37.0
2021-06-03 15:14:28	38.0
2021-06-03 15:24:28	38.0
2021-06-03 15:34:28	39.0
2021-06-03 15:44:28	38.0
2021-06-03 15:54:28	39.0
2021-06-03 16:04:28	39.0
2021-06-03 16:14:28	38.0
2021-06-03 16:24:28	39.0
2021-06-03 16:34:28	38.0
2021-06-03 16:44:28	39.0
2021-06-03 16:54:28	38.0
2021-06-03 17:04:28	37.0
2021-06-03 17:14:28	39.0
2021-06-03 17:24:28	38.0
2021-06-03 17:34:28	37.0
2021-06-03 17:44:28	37.0
2021-06-03 17:54:28	37.0
2021-06-03 18:04:28	41.0
2021-06-03 18:14:28	40.0
2021-06-03 18:24:28	41.0
2021-06-03 18:34:28	38.0
2021-06-03 18:44:28	36.0
2021-06-03 18:54:28	37.0
2021-06-03 19:04:28	39.0
2021-06-03 19:14:28	41.0
2021-06-03 19:24:28	37.0
2021-06-03 19:34:28	39.0
2021-06-03 19:44:28	38.0
2021-06-03 19:54:28	34.0
2021-06-03 20:04:28	37.0
2021-06-03 20:14:28	39.0
2021-06-03 20:24:28	40.0
2021-06-03 20:34:28	37.0
2021-06-03 20:44:28	40.0
2021-06-03 20:54:28	40.0
2021-06-03 21:04:28	37.0
2021-06-03 21:14:28	40.0
2021-06-03 21:24:28	39.0
2021-06-03 21:34:28	41.0
2021-06-03 21:44:28	38.0
2021-06-03 21:54:28	38.0
2021-06-03 22:04:28	38.0
2021-06-03 22:14:28	40.0
2021-06-03 22:24:28	38.0
2021-06-03 22:34:28	36.0
2021-06-03 22:44:28	37.0
2021-06-03 22:54:28	39.0
2021-06-03 23:04:28	35.0
2021-06-03 23:14:28	41.0
2021-06-03 23:24:28	35.0
2021-06-03 23:34:28	35.0
2021-06-03 23:44:28	37.0
2021-06-03 23:54:28	37.0
2021-06-04 00:04:28	38.0
2021-06-04 00:14:28	39.0
2021-06-04 00:24:28	38.0
2021-06-04 00:34:28	31.0
2021-06-04 00:44:28	39.0
2021-06-04 00:54:28	31.0
2021-06-04 01:04:28	38.0
2021-06-04 01:14:28	41.0
2021-06-04 01:24:28	40.0
2021-06-04 01:34:28	37.0
2021-06-04 01:44:28	37.0
2021-06-04 01:54:28	37.0
2021-06-04 02:04:28	39.0
2021-06-04 02:14:28	38.0
2021-06-04 02:24:28	36.0
2021-06-04 02:34:28	42.0
2021-06-04 02:44:28	36.0
2021-06-04 02:54:28	40.0
2021-06-04 03:04:28	37.0
2021-06-04 03:14:28	40.0
2021-06-04 03:24:28	41.0
2021-06-04 03:34:28	39.0
2021-06-04 03:44:28	30.0
2021-06-04 03:54:28	39.0
2021-06-04 04:04:28	39.0
2021-06-04 04:14:28	40.0
2021-06-04 04:24:28	31.0
2021-06-04 04:34:28	27.0
2021-06-04 04:44:28	38.0
2021-06-04 04:54:28	42.0
2021-06-04 05:04:28	37.0
2021-06-04 05:14:28	36.0
2021-06-04 05:24:28	40.0
2021-06-04 05:34:28	40.0
2021-06-04 05:44:28	36.0
2021-06-04 05:54:28	36.0
2021-06-04 06:04:28	37.0
2021-06-04 06:14:28	40.0
2021-06-04 06:24:28	36.0
2021-06-04 06:34:28	40.0
2021-06-04 06:44:28	32.0
2021-06-04 06:54:28	36.0
2021-06-04 07:04:28	38.0
2021-06-04 07:14:28	38.0
2021-06-04 07:24:28	37.0
2021-06-04 07:34:28	37.0
2021-06-04 07:44:28	37.0
2021-06-04 07:54:28	38.0
2021-06-04 08:04:28	38.0
2021-06-04 08:14:28	38.0
2021-06-04 08:24:28	40.0
2021-06-04 08:34:28	37.0
2021-06-04 08:44:28	37.0
2021-06-04 08:54:28	39.0
2021-06-04 09:04:28	39.0
2021-06-04 09:14:28	39.0
2021-06-04 09:24:28	38.0
2021-06-04 09:34:28	38.0
2021-06-04 09:44:28	36.0
2021-06-04 09:54:28	37.0
2021-06-04 10:04:28	40.0
2021-06-04 10:14:28	39.0
2021-06-04 10:24:28	38.0
2021-06-04 10:34:28	36.0
2021-06-04 10:44:28	38.0
2021-06-04 10:54:28	37.0
2021-06-04 11:04:28	35.0
2021-06-04 11:14:28	38.0
2021-06-04 11:24:28	37.0
2021-06-04 11:34:28	37.0
2021-06-04 11:44:28	39.0
2021-06-04 11:54:28	36.0
2021-06-04 12:04:28	61.0
2021-06-04 12:14:28	38.0
2021-06-04 12:24:28	39.0
2021-06-04 12:34:28	40.0
2021-06-04 12:44:28	39.0
2021-06-04 12:54:28	38.0
2021-06-04 13:04:28	38.0
2021-06-04 13:14:28	30.0
2021-06-04 13:24:28	35.0
2021-06-04 13:34:28	39.0
2021-06-04 13:44:28	32.0
2021-06-04 13:54:28	41.0
2021-06-04 14:04:28	37.0
2021-06-04 14:14:28	39.0
2021-06-04 14:24:28	38.0
2021-06-04 14:34:28	37.0
2021-06-04 14:44:28	36.0
2021-06-04 14:54:28	38.0
2021-06-04 15:04:28	40.0
2021-06-04 15:14:28	35.0
2021-06-04 15:24:28	37.0
2021-06-04 15:34:28	30.0
2021-06-04 15:44:28	37.0
2021-06-04 15:54:28	27.0
2021-06-04 16:04:28	37.0
2021-06-04 16:14:28	37.0
2021-06-04 16:24:28	38.0
2021-06-04 16:34:28	28.0
2021-06-04 16:44:28	37.0
2021-06-04 16:54:28	36.0
2021-06-04 17:04:28	39.0
2021-06-04 17:14:28	37.0
2021-06-04 17:24:28	35.0
2021-06-04 17:34:28	38.0
2021-06-04 17:44:28	36.0
2021-06-04 17:54:28	40.0
2021-06-04 18:04:28	38.0
2021-06-04 18:14:28	36.0
2021-06-04 18:24:28	37.0
2021-06-04 18:34:28	40.0
2021-06-04 18:44:28	39.0
2021-06-04 18:54:28	39.0
2021-06-04 19:04:28	39.0
2021-06-04 19:14:28	32.0
2021-06-04 19:24:28	36.0
2021-06-04 19:34:28	38.0
2021-06-04 19:44:28	39.0
2021-06-04 19:54:28	40.0
2021-06-04 20:04:28	32.0
2021-06-04 20:14:28	41.0
2021-06-04 20:24:28	39.0
2021-06-04 20:34:28	36.0
2021-06-04 20:44:28	36.0
2021-06-04 20:54:28	33.0
2021-06-04 21:04:28	41.0
2021-06-04 21:14:28	38.0
2021-06-04 21:24:28	38.0
2021-06-04 21:34:28	39.0
2021-06-04 21:44:28	38.0
2021-06-04 21:54:28	38.0
2021-06-04 22:04:28	41.0
2021-06-04 22:14:28	38.0
2021-06-04 22:24:28	39.0
2021-06-04 22:34:28	35.0
2021-06-04 22:44:28	37.0
2021-06-04 22:54:28	27.0
2021-06-04 23:04:28	37.0
2021-06-04 23:14:28	34.0
2021-06-04 23:24:28	38.0
2021-06-04 23:34:28	38.0
2021-06-04 23:44:28	35.0
2021-06-04 23:54:28	37.0
2021-06-05 00:04:28	38.0
2021-06-05 00:14:28	41.0
2021-06-05 00:24:28	38.0
2021-06-05 00:34:28	39.0
2021-06-05 00:44:28	38.0
2021-06-05 00:54:28	37.0
2021-06-05 01:04:28	39.0
2021-06-05 01:14:28	39.0
2021-06-05 01:24:28	37.0
2021-06-05 01:34:28	36.0
2021-06-05 01:44:28	39.0
2021-06-05 01:54:28	38.0
2021-06-05 02:04:28	39.0
2021-06-05 02:14:28	38.0
2021-06-05 02:24:28	33.0
2021-06-05 02:34:28	37.0
2021-06-05 02:44:28	36.0
2021-06-05 02:54:28	38.0
2021-06-05 03:04:28	37.0
2021-06-05 03:14:28	33.0
2021-06-05 03:24:28	37.0
2021-06-05 03:34:28	37.0
2021-06-05 03:44:28	30.0
2021-06-05 03:54:28	40.0
2021-06-05 04:04:28	37.0
2021-06-05 04:14:28	36.0
2021-06-05 04:24:28	33.0
2021-06-05 04:34:28	39.0
2021-06-05 04:44:28	38.0
2021-06-05 04:54:28	38.0
2021-06-05 05:04:28	36.0
2021-06-05 05:14:28	39.0
2021-06-05 05:24:28	37.0
2021-06-05 05:34:28	37.0
2021-06-05 05:44:28	35.0
2021-06-05 05:54:28	41.0
2021-06-05 06:04:28	37.0
2021-06-05 06:14:28	39.0
2021-06-05 06:24:28	38.0
2021-06-05 06:34:28	37.0
2021-06-05 06:44:28	38.0
2021-06-05 06:54:28	37.0
2021-06-05 07:04:28	37.0
2021-06-05 07:14:28	35.0
2021-06-05 07:24:28	40.0
2021-06-05 07:34:28	31.0
2021-06-05 07:44:28	32.0
2021-06-05 07:54:28	36.0
2021-06-05 08:04:28	38.0
2021-06-05 08:14:28	40.0
2021-06-05 08:24:28	37.0
2021-06-05 08:34:28	32.0
2021-06-05 08:44:28	38.0
2021-06-05 08:54:28	38.0
2021-06-05 09:04:28	38.0
2021-06-05 09:14:28	39.0
2021-06-05 09:24:28	37.0
2021-06-05 09:34:28	34.0
2021-06-05 09:44:28	39.0
2021-06-05 09:54:28	37.0
2021-06-05 10:04:28	40.0
2021-06-05 10:14:28	38.0
2021-06-05 10:24:28	30.0
2021-06-05 10:34:28	36.0
2021-06-05 10:44:28	40.0
2021-06-05 10:54:28	37.0
2021-06-05 11:04:28	37.0
2021-06-05 11:14:28	40.0
2021-06-05 11:24:28	35.0
2021-06-05 11:34:28	37.0
2021-06-05 11:44:28	37.0
2021-06-05 11:54:28	37.0
2021-06-05 12:04:28	35.0
2021-06-05 12:14:28	36.0
2021-06-05 12:24:28	37.0
2021-06-05 12:34:28	39.0
2021-06-05 12:44:28	39.0
2021-06-05 12:54:28	31.0
2021-06-05 13:04:28	38.0
2021-06-05 13:14:28	35.0
2021-06-05 13:24:28	38.0
2021-06-05 13:34:28	37.0
2021-06-05 13:44:28	40.0
2021-06-05 13:54:28	30.0
2021-06-05 14:04:28	35.0
2021-06-05 14:14:28	37.0
2021-06-05 14:24:28	38.0
2021-06-05 14:34:28	36.0
2021-06-05 14:44:28	37.0
2021-06-05 14:54:28	38.0
2021-06-05 15:04:28	38.0
2021-06-05 15:14:28	38.0
2021-06-05 15:24:28	37.0
2021-06-05 15:34:28	38.0
2021-06-05 15:44:28	32.0
2021-06-05 15:54:28	40.0
2021-06-05 16:04:28	40.0
2021-06-05 16:14:28	37.0
2021-06-05 16:24:28	38.0
2021-06-05 16:34:28	34.0
2021-06-05 16:44:28	36.0
2021-06-05 16:54:28	32.0
2021-06-05 17:04:28	39.0
2021-06-05 17:14:28	38.0
2021-06-05 17:24:28	37.0
2021-06-05 17:34:28	39.0
2021-06-05 17:44:28	36.0
2021-06-05 17:54:28	40.0
2021-06-05 18:04:28	37.0
2021-06-05 18:14:28	38.0
2021-06-05 18:24:28	36.0
2021-06-05 18:34:28	39.0
2021-06-05 18:44:28	38.0
2021-06-05 18:54:28	39.0
2021-06-05 19:04:28	38.0
2021-06-05 19:14:28	33.0
2021-06-05 19:24:28	38.0
2021-06-05 19:34:28	37.0
2021-06-05 19:44:28	39.0
2021-06-05 19:54:28	37.0
2021-06-05 20:04:28	36.0
2021-06-05 20:14:28	39.0
2021-06-05 20:24:28	40.0
2021-06-05 20:34:28	38.0
2021-06-05 20:44:28	40.0
2021-06-05 20:54:28	36.0
2021-06-05 21:04:28	37.0
2021-06-05 21:14:28	37.0
2021-06-05 21:24:28	38.0
2021-06-05 21:34:28	38.0
2021-06-05 21:44:28	37.0
2021-06-05 21:54:28	38.0
2021-06-05 22:04:28	38.0
2021-06-05 22:14:28	39.0
2021-06-05 22:24:28	38.0
2021-06-05 22:34:28	38.0
2021-06-05 22:44:28	40.0
2021-06-05 22:54:28	37.0
2021-06-05 23:04:28	36.0
2021-06-05 23:14:28	37.0
2021-06-05 23:24:28	36.0
2021-06-05 23:34:28	38.0
2021-06-05 23:44:28	38.0
2021-06-05 23:54:28	36.0
2021-06-06 00:04:28	38.0
2021-06-06 00:14:28	39.0
2021-06-06 00:24:28	38.0
2021-06-06 00:34:28	38.0
2021-06-06 00:44:28	37.0
2021-06-06 00:54:28	34.0
2021-06-06 01:04:28	39.0
2021-06-06 01:14:28	39.0
2021-06-06 01:24:28	33.0
2021-06-06 01:34:28	39.0
2021-06-06 01:44:28	34.0
2021-06-06 01:54:28	38.0
2021-06-06 02:04:28	39.0
2021-06-06 02:14:28	38.0
2021-06-06 02:24:28	37.0
2021-06-06 02:34:28	38.0
2021-06-06 02:44:28	40.0
2021-06-06 02:54:28	38.0
2021-06-06 03:04:28	28.0
2021-06-06 03:14:28	31.0
2021-06-06 03:24:28	32.0
2021-06-06 03:34:28	38.0
2021-06-06 03:44:28	40.0
2021-06-06 03:54:28	38.0
2021-06-06 04:04:28	42.0
2021-06-06 04:14:28	40.0
2021-06-06 04:24:28	39.0
2021-06-06 04:34:28	40.0
2021-06-06 04:44:28	41.0
2021-06-06 04:54:28	39.0
2021-06-06 05:04:28	37.0
2021-06-06 05:14:28	39.0
2021-06-06 05:24:28	37.0
2021-06-06 05:34:28	38.0
2021-06-06 05:44:28	39.0
2021-06-06 05:54:28	42.0
2021-06-06 06:04:28	39.0
2021-06-06 06:14:28	37.0
2021-06-06 06:24:28	37.0
2021-06-06 06:34:28	38.0
2021-06-06 06:44:28	39.0
2021-06-06 06:54:28	41.0
2021-06-06 07:04:28	38.0
2021-06-06 07:14:28	32.0
2021-06-06 07:24:28	38.0
2021-06-06 07:34:28	37.0
2021-06-06 07:44:28	36.0
2021-06-06 07:54:28	39.0
2021-06-06 08:04:28	38.0
2021-06-06 08:14:28	38.0
2021-06-06 08:24:28	36.0
2021-06-06 08:34:28	40.0
2021-06-06 08:44:28	39.0
2021-06-06 08:54:28	39.0
2021-06-06 09:04:28	37.0
2021-06-06 09:14:28	36.0
2021-06-06 09:24:28	38.0
2021-06-06 09:34:28	38.0
2021-06-06 09:44:28	36.0
2021-06-06 09:54:28	39.0
2021-06-06 10:04:28	38.0
2021-06-06 10:14:28	37.0
2021-06-06 10:24:28	37.0
2021-06-06 10:34:28	38.0
2021-06-06 10:44:28	37.0
2021-06-06 10:54:28	38.0
2021-06-06 11:04:28	38.0
2021-06-06 11:14:28	39.0
2021-06-06 11:24:28	36.0
2021-06-06 11:34:28	37.0
2021-06-06 11:44:28	36.0
2021-06-06 11:54:28	40.0
2021-06-06 12:04:28	38.0
2021-06-06 12:14:28	39.0
2021-06-06 12:24:28	39.0
2021-06-06 12:34:28	35.0
2021-06-06 12:44:28	32.0
2021-06-06 12:54:28	38.0
2021-06-06 13:04:28	37.0
2021-06-06 13:14:28	38.0
2021-06-06 13:24:28	38.0
2021-06-06 13:34:28	32.0
2021-06-06 13:44:28	39.0
2021-06-06 13:54:28	37.0
2021-06-06 14:04:28	37.0
2021-06-06 14:14:28	38.0
2021-06-06 14:24:28	32.0
2021-06-06 14:34:28	38.0
2021-06-06 14:44:28	36.0
2021-06-06 14:54:28	39.0
2021-06-06 15:04:28	35.0
2021-06-06 15:14:28	38.0
2021-06-06 15:24:28	38.0
2021-06-06 15:34:28	38.0
2021-06-06 15:44:28	38.0
2021-06-06 15:54:28	37.0
2021-06-06 16:04:28	37.0
2021-06-06 16:14:28	39.0
2021-06-06 16:24:28	38.0
2021-06-06 16:34:28	39.0
2021-06-06 16:44:28	38.0
2021-06-06 16:54:28	37.0
