ts	cloudhttp_asia_pacific_tokyo_response_time
2021-06-01 12:07:43	15.0
2021-06-01 12:17:43	202.0
2021-06-01 12:27:43	110.0
2021-06-01 12:37:43	963.0
2021-06-01 12:47:43	179.0
2021-06-01 12:57:43	63.0
2021-06-01 13:07:43	45.0
2021-06-01 13:17:43	520.0
2021-06-01 13:27:43	819.0
2021-06-01 13:37:43	93.0
2021-06-01 13:47:43	48.0
2021-06-01 13:57:43	928.0
2021-06-01 14:07:43	344.0
2021-06-01 14:17:43	86.0
2021-06-01 14:27:43	86.0
2021-06-01 14:37:43	245.0
2021-06-01 14:47:43	177.0
2021-06-01 14:57:44	827.0
2021-06-01 15:07:43	102.0
2021-06-01 15:17:43	61.0
2021-06-01 15:27:43	58.0
2021-06-01 15:37:43	110.0
2021-06-01 15:47:43	293.0
2021-06-01 15:57:43	116.0
2021-06-01 16:07:43	45.0
2021-06-01 16:17:43	999.0
2021-06-01 16:27:43	28.0
2021-06-01 16:37:43	282.0
2021-06-01 16:47:43	18.0
2021-06-01 16:57:43	957.0
2021-06-01 17:07:43	975.0
2021-06-01 17:17:43	72.0
2021-06-01 17:27:44	273.0
2021-06-01 17:37:43	356.0
2021-06-01 17:47:43	45.0
2021-06-01 17:57:43	141.0
2021-06-01 18:07:43	252.0
2021-06-01 18:17:43	991.0
2021-06-01 18:27:43	880.0
2021-06-01 18:37:43	16.0
2021-06-01 18:47:43	912.0
2021-06-01 18:57:43	329.0
2021-06-01 19:07:43	239.0
2021-06-01 19:17:43	967.0
2021-06-01 19:27:43	857.0
2021-06-01 19:37:43	969.0
2021-06-01 19:47:43	982.0
2021-06-01 19:57:43	101.0
2021-06-01 20:07:43	918.0
2021-06-01 20:17:43	218.0
2021-06-01 20:27:43	148.0
2021-06-01 20:37:43	104.0
2021-06-01 20:47:43	398.0
2021-06-01 20:57:43	63.0
2021-06-01 21:07:43	34.0
2021-06-01 21:17:43	12.0
2021-06-01 21:27:43	738.0
2021-06-01 21:37:43	20.0
2021-06-01 21:47:43	973.0
2021-06-01 21:57:43	255.0
2021-06-01 22:07:43	143.0
2021-06-01 22:17:43	133.0
2021-06-01 22:27:43	145.0
2021-06-01 22:37:43	104.0
2021-06-01 22:47:43	774.0
2021-06-01 22:57:43	130.0
2021-06-01 23:07:43	154.0
2021-06-01 23:17:43	985.0
2021-06-01 23:27:43	44.0
2021-06-01 23:37:43	951.0
2021-06-01 23:47:43	83.0
2021-06-01 23:57:43	132.0
2021-06-02 00:07:43	999.0
2021-06-02 00:17:43	60.0
2021-06-02 00:27:43	133.0
2021-06-02 00:37:43	912.0
2021-06-02 00:47:43	209.0
2021-06-02 00:57:43	370.0
2021-06-02 01:07:43	58.0
2021-06-02 01:17:43	69.0
2021-06-02 01:27:45	948.0
2021-06-02 01:37:44	129.0
2021-06-02 01:47:44	393.0
2021-06-02 01:57:44	483.0
2021-06-02 02:07:44	246.0
2021-06-02 02:17:44	972.0
2021-06-02 02:27:44	72.0
2021-06-02 02:37:44	55.0
2021-06-02 02:47:44	131.0
2021-06-02 02:57:44	129.0
2021-06-02 03:07:44	263.0
2021-06-02 03:17:44	264.0
2021-06-02 03:27:44	221.0
2021-06-02 03:37:44	88.0
2021-06-02 03:47:44	146.0
2021-06-02 03:57:44	68.0
2021-06-02 04:07:44	108.0
2021-06-02 04:17:44	60.0
2021-06-02 04:27:44	215.0
2021-06-02 04:37:44	70.0
2021-06-02 04:47:44	9.0
2021-06-02 04:57:44	845.0
2021-06-02 05:07:44	155.0
2021-06-02 05:17:44	872.0
2021-06-02 05:27:44	246.0
2021-06-02 05:37:44	133.0
2021-06-02 05:47:44	26.0
2021-06-02 05:56:33	33.0
2021-06-02 06:06:33	16.0
2021-06-02 06:16:33	29.0
2021-06-02 06:26:33	337.0
2021-06-02 06:36:33	128.0
2021-06-02 06:46:33	222.0
2021-06-02 06:56:33	306.0
2021-06-02 07:06:33	241.0
2021-06-02 07:16:33	180.0
2021-06-02 07:26:33	165.0
2021-06-02 07:36:33	931.0
2021-06-02 07:46:33	171.0
2021-06-02 07:56:33	115.0
2021-06-02 08:06:33	864.0
2021-06-02 08:16:33	941.0
2021-06-02 08:26:33	193.0
2021-06-02 08:36:33	124.0
2021-06-02 08:46:33	816.0
2021-06-02 08:56:33	375.0
2021-06-02 09:06:33	185.0
2021-06-02 09:16:33	184.0
2021-06-02 09:26:33	138.0
2021-06-02 09:36:33	19.0
2021-06-02 09:46:33	938.0
2021-06-02 09:56:33	488.0
2021-06-02 10:06:33	504.0
2021-06-02 10:16:33	431.0
2021-06-02 10:26:33	462.0
2021-06-02 10:36:33	516.0
2021-06-02 10:46:33	471.0
2021-06-02 10:56:33	484.0
2021-06-02 11:06:33	456.0
2021-06-02 11:16:33	129.0
2021-06-02 11:26:33	163.0
2021-06-02 11:36:33	138.0
2021-06-02 11:46:33	197.0
2021-06-02 11:56:33	872.0
2021-06-02 12:06:33	294.0
2021-06-02 12:16:33	114.0
2021-06-02 12:26:33	326.0
2021-06-02 12:36:33	26.0
2021-06-02 12:46:33	89.0
2021-06-02 12:56:33	959.0
2021-06-02 13:06:33	839.0
2021-06-02 13:16:33	914.0
2021-06-02 13:26:33	189.0
2021-06-02 13:36:33	425.0
2021-06-02 13:46:33	392.0
2021-06-02 13:56:33	154.0
2021-06-02 14:06:33	236.0
2021-06-02 14:16:33	183.0
2021-06-02 14:26:33	985.0
2021-06-02 14:36:33	997.0
2021-06-02 14:46:33	180.0
2021-06-02 14:56:33	79.0
2021-06-02 15:06:33	268.0
2021-06-02 15:16:33	247.0
2021-06-02 15:26:33	300.0
2021-06-02 15:36:33	419.0
2021-06-02 15:46:33	977.0
2021-06-02 15:56:33	184.0
2021-06-02 16:06:33	343.0
2021-06-02 16:16:33	120.0
2021-06-02 16:26:33	951.0
2021-06-02 16:36:33	266.0
2021-06-02 16:46:33	297.0
2021-06-02 16:56:33	972.0
2021-06-02 17:06:33	200.0
2021-06-02 17:16:33	940.0
2021-06-02 17:26:33	689.0
2021-06-02 17:36:33	92.0
2021-06-02 17:46:33	251.0
2021-06-02 17:56:33	255.0
2021-06-02 18:06:33	111.0
2021-06-02 18:16:33	980.0
2021-06-02 18:26:33	264.0
2021-06-02 18:36:33	76.0
2021-06-02 18:46:33	856.0
2021-06-02 18:56:33	1.0
2021-06-02 19:06:33	921.0
2021-06-02 19:16:33	913.0
2021-06-02 19:26:33	77.0
2021-06-02 19:36:33	175.0
2021-06-02 19:46:33	479.0
2021-06-02 19:56:33	897.0
2021-06-02 20:06:33	939.0
2021-06-02 20:16:33	450.0
2021-06-02 20:26:33	92.0
2021-06-02 20:36:33	43.0
2021-06-02 20:46:33	239.0
2021-06-02 20:56:33	164.0
2021-06-02 21:06:33	623.0
2021-06-02 21:16:33	168.0
2021-06-02 21:26:33	946.0
2021-06-02 21:36:33	71.0
2021-06-02 21:46:33	945.0
2021-06-02 21:56:33	123.0
2021-06-02 22:06:33	409.0
2021-06-02 22:16:33	369.0
2021-06-02 22:26:33	281.0
2021-06-02 22:36:33	221.0
2021-06-02 22:46:33	170.0
2021-06-02 22:56:33	271.0
2021-06-02 23:06:33	190.0
2021-06-02 23:16:33	895.0
2021-06-02 23:26:33	226.0
2021-06-02 23:36:33	157.0
2021-06-02 23:46:33	916.0
2021-06-02 23:56:33	71.0
2021-06-03 00:06:33	95.0
2021-06-03 00:16:33	88.0
2021-06-03 00:26:33	32.0
2021-06-03 00:36:33	327.0
2021-06-03 00:46:33	995.0
2021-06-03 00:56:33	51.0
2021-06-03 01:06:33	70.0
2021-06-03 01:16:33	453.0
2021-06-03 01:26:33	989.0
2021-06-03 01:36:33	204.0
2021-06-03 01:46:33	906.0
2021-06-03 01:56:33	103.0
2021-06-03 02:06:33	10.0
2021-06-03 02:16:33	40.0
2021-06-03 02:26:33	971.0
2021-06-03 02:36:33	384.0
2021-06-03 02:46:33	175.0
2021-06-03 02:56:33	895.0
2021-06-03 03:06:33	15.0
2021-06-03 03:16:33	80.0
2021-06-03 03:26:33	944.0
2021-06-03 03:36:33	334.0
2021-06-03 03:46:33	94.0
2021-06-03 03:56:33	970.0
2021-06-03 04:06:33	187.0
2021-06-03 04:16:33	164.0
2021-06-03 04:26:33	35.0
2021-06-03 04:36:33	29.0
2021-06-03 04:46:33	213.0
2021-06-03 04:56:33	982.0
2021-06-03 05:06:33	976.0
2021-06-03 05:16:33	990.0
2021-06-03 05:26:33	75.0
2021-06-03 05:36:33	251.0
2021-06-03 05:46:33	407.0
2021-06-03 05:55:19	352.0
2021-06-03 06:05:19	798.0
2021-06-03 06:15:19	290.0
2021-06-03 06:25:19	888.0
2021-06-03 06:35:19	255.0
2021-06-03 06:45:19	523.0
2021-06-03 06:55:19	862.0
2021-06-03 07:05:19	808.0
2021-06-03 07:15:19	584.0
2021-06-03 07:25:19	414.0
2021-06-03 07:35:19	438.0
2021-06-03 07:45:19	272.0
2021-06-03 07:55:19	175.0
2021-06-03 08:05:19	573.0
2021-06-03 08:15:19	829.0
2021-06-03 08:25:19	692.0
2021-06-03 08:35:19	774.0
2021-06-03 08:45:19	354.0
2021-06-03 08:55:19	47.0
2021-06-03 09:05:19	762.0
2021-06-03 09:15:19	266.0
2021-06-03 09:25:19	139.0
2021-06-03 09:35:19	69.0
2021-06-03 09:45:19	148.0
2021-06-03 09:55:19	300.0
2021-06-03 10:05:19	230.0
2021-06-03 10:15:19	116.0
2021-06-03 10:25:19	409.0
2021-06-03 10:35:19	196.0
2021-06-03 10:45:19	211.0
2021-06-03 10:55:19	41.0
2021-06-03 11:05:19	106.0
2021-06-03 11:15:19	242.0
2021-06-03 11:25:19	525.0
2021-06-03 11:35:19	151.0
2021-06-03 11:45:19	109.0
2021-06-03 11:55:19	133.0
2021-06-03 12:05:19	962.0
2021-06-03 12:15:19	269.0
2021-06-03 12:25:19	295.0
2021-06-03 12:35:19	126.0
2021-06-03 12:45:19	129.0
2021-06-03 12:55:19	207.0
2021-06-03 13:05:19	382.0
2021-06-03 13:15:19	83.0
2021-06-03 13:25:19	324.0
2021-06-03 13:35:19	727.0
2021-06-03 13:45:19	70.0
2021-06-03 13:55:19	985.0
2021-06-03 14:05:19	91.0
2021-06-03 14:15:19	60.0
2021-06-03 14:25:19	71.0
2021-06-03 14:35:19	34.0
2021-06-03 14:45:19	292.0
2021-06-03 14:55:19	738.0
2021-06-03 15:05:19	116.0
2021-06-03 15:15:19	119.0
2021-06-03 15:25:19	210.0
2021-06-03 15:35:19	29.0
2021-06-03 15:45:19	293.0
2021-06-03 15:55:19	271.0
2021-06-03 16:05:19	321.0
2021-06-03 16:15:19	346.0
2021-06-03 16:25:19	332.0
2021-06-03 16:35:19	51.0
2021-06-03 16:45:19	474.0
2021-06-03 16:55:19	737.0
2021-06-03 17:05:19	185.0
2021-06-03 17:15:19	30.0
2021-06-03 17:25:19	283.0
2021-06-03 17:35:19	307.0
2021-06-03 17:45:19	319.0
2021-06-03 17:55:19	14.0
2021-06-03 18:05:19	420.0
2021-06-03 18:15:19	84.0
2021-06-03 18:25:19	368.0
2021-06-03 18:35:19	332.0
2021-06-03 18:45:19	86.0
2021-06-03 18:55:19	489.0
2021-06-03 19:05:19	484.0
2021-06-03 19:15:19	498.0
2021-06-03 19:25:19	526.0
2021-06-03 19:35:19	213.0
2021-06-03 19:45:19	115.0
2021-06-03 19:55:19	352.0
2021-06-03 20:05:19	355.0
2021-06-03 20:15:19	104.0
2021-06-03 20:25:19	251.0
2021-06-03 20:35:19	911.0
2021-06-03 20:45:19	344.0
2021-06-03 20:55:19	375.0
2021-06-03 21:05:19	321.0
2021-06-03 21:15:19	442.0
2021-06-03 21:25:19	311.0
2021-06-03 21:35:19	357.0
2021-06-03 21:45:19	901.0
2021-06-03 21:55:19	183.0
2021-06-03 22:05:19	421.0
2021-06-03 22:15:19	299.0
2021-06-03 22:25:19	313.0
2021-06-03 22:35:19	739.0
2021-06-03 22:45:19	730.0
2021-06-03 22:55:19	886.0
2021-06-03 23:05:19	113.0
2021-06-03 23:15:19	45.0
2021-06-03 23:25:19	91.0
2021-06-03 23:35:19	327.0
2021-06-03 23:45:19	244.0
2021-06-03 23:55:19	161.0
2021-06-04 00:05:19	272.0
2021-06-04 00:15:19	107.0
2021-06-04 00:25:19	934.0
2021-06-04 00:35:19	91.0
2021-06-04 00:45:19	72.0
2021-06-04 00:55:19	879.0
2021-06-04 01:05:19	883.0
2021-06-04 01:15:19	886.0
2021-06-04 01:25:19	134.0
2021-06-04 01:35:19	52.0
2021-06-04 01:45:19	815.0
2021-06-04 01:55:19	202.0
2021-06-04 02:05:19	165.0
2021-06-04 02:15:19	253.0
2021-06-04 02:25:19	116.0
2021-06-04 02:35:19	294.0
2021-06-04 02:45:19	78.0
2021-06-04 02:55:19	911.0
2021-06-04 03:05:19	913.0
2021-06-04 03:15:19	953.0
2021-06-04 03:25:19	80.0
2021-06-04 03:35:19	127.0
2021-06-04 03:45:19	162.0
2021-06-04 03:55:19	805.0
2021-06-04 04:05:19	30.0
2021-06-04 04:15:19	849.0
2021-06-04 04:25:19	826.0
2021-06-04 04:35:19	936.0
2021-06-04 04:45:19	797.0
2021-06-04 04:55:19	773.0
2021-06-04 05:05:19	941.0
2021-06-04 05:15:19	29.0
2021-06-04 05:25:19	28.0
2021-06-04 05:35:19	987.0
2021-06-04 05:45:19	705.0
2021-06-04 05:54:06	518.0
2021-06-04 06:04:06	571.0
2021-06-04 06:14:06	477.0
2021-06-04 06:24:06	480.0
2021-06-04 06:34:06	298.0
2021-06-04 06:44:06	476.0
2021-06-04 06:54:06	741.0
2021-06-04 07:04:06	59.0
2021-06-04 07:14:06	480.0
2021-06-04 07:24:06	120.0
2021-06-04 07:34:06	215.0
2021-06-04 07:44:06	899.0
2021-06-04 07:54:06	875.0
2021-06-04 08:04:06	965.0
2021-06-04 08:14:06	211.0
2021-06-04 08:24:06	951.0
2021-06-04 08:34:06	968.0
2021-06-04 08:44:06	116.0
2021-06-04 08:54:06	993.0
2021-06-04 09:04:06	246.0
2021-06-04 09:14:06	203.0
2021-06-04 09:24:06	944.0
2021-06-04 09:34:06	963.0
2021-06-04 09:44:06	50.0
2021-06-04 09:54:06	813.0
2021-06-04 10:04:06	10.0
2021-06-04 10:14:06	65.0
2021-06-04 10:24:06	110.0
2021-06-04 10:34:06	14.0
2021-06-04 10:44:06	65.0
2021-06-04 10:54:06	989.0
2021-06-04 11:04:06	17.0
2021-06-04 11:14:06	101.0
2021-06-04 11:24:06	321.0
2021-06-04 11:34:06	97.0
2021-06-04 11:44:06	3.0
2021-06-04 11:54:06	6.0
2021-06-04 12:04:06	880.0
2021-06-04 12:14:06	131.0
2021-06-04 12:24:06	16.0
2021-06-04 12:34:06	942.0
2021-06-04 12:44:06	198.0
2021-06-04 12:54:06	830.0
2021-06-04 13:04:06	256.0
2021-06-04 13:14:06	74.0
2021-06-04 13:24:06	709.0
2021-06-04 13:34:06	66.0
2021-06-04 13:44:06	68.0
2021-06-04 13:54:06	305.0
2021-06-04 14:04:06	262.0
2021-06-04 14:14:06	109.0
2021-06-04 14:24:06	274.0
2021-06-04 14:34:06	0.0
2021-06-04 14:44:06	943.0
2021-06-04 14:54:06	14.0
2021-06-04 15:04:06	981.0
2021-06-04 15:14:06	121.0
2021-06-04 15:24:06	216.0
2021-06-04 15:34:06	80.0
2021-06-04 15:44:06	878.0
2021-06-04 15:54:06	12.0
2021-06-04 16:04:06	962.0
2021-06-04 16:14:06	32.0
2021-06-04 16:24:06	132.0
2021-06-04 16:34:06	54.0
2021-06-04 16:44:06	168.0
2021-06-04 16:54:06	181.0
2021-06-04 17:04:06	237.0
2021-06-04 17:14:06	3.0
2021-06-04 17:24:06	793.0
2021-06-04 17:34:06	860.0
2021-06-04 17:44:06	3.0
2021-06-04 17:54:06	919.0
2021-06-04 18:04:06	612.0
2021-06-04 18:14:06	98.0
2021-06-04 18:24:06	200.0
2021-06-04 18:34:06	600.0
2021-06-04 18:44:06	621.0
2021-06-04 18:54:06	10.0
2021-06-04 19:04:06	926.0
2021-06-04 19:14:06	600.0
2021-06-04 19:24:06	496.0
2021-06-04 19:34:06	333.0
2021-06-04 19:44:06	559.0
2021-06-04 19:54:06	165.0
2021-06-04 20:04:06	645.0
2021-06-04 20:14:06	544.0
2021-06-04 20:24:06	502.0
2021-06-04 20:34:06	151.0
2021-06-04 20:44:06	785.0
2021-06-04 20:54:06	894.0
2021-06-04 21:04:06	97.0
2021-06-04 21:14:06	720.0
2021-06-04 21:24:06	971.0
2021-06-04 21:34:06	23.0
2021-06-04 21:44:06	668.0
2021-06-04 21:54:06	89.0
2021-06-04 22:04:06	915.0
2021-06-04 22:14:06	120.0
2021-06-04 22:24:06	829.0
2021-06-04 22:34:06	801.0
2021-06-04 22:44:06	947.0
2021-06-04 22:54:06	504.0
2021-06-04 23:04:06	846.0
2021-06-04 23:14:06	819.0
2021-06-04 23:24:06	846.0
2021-06-04 23:34:06	920.0
2021-06-04 23:44:06	775.0
2021-06-04 23:54:06	23.0
2021-06-05 00:04:06	825.0
2021-06-05 00:14:06	166.0
2021-06-05 00:24:06	456.0
2021-06-05 00:34:06	986.0
2021-06-05 00:44:06	210.0
2021-06-05 00:54:06	384.0
2021-06-05 01:04:06	421.0
2021-06-05 01:14:06	653.0
2021-06-05 01:24:06	488.0
2021-06-05 01:34:06	506.0
2021-06-05 01:44:06	134.0
2021-06-05 01:54:06	451.0
2021-06-05 02:04:06	706.0
2021-06-05 02:14:06	222.0
2021-06-05 02:24:06	260.0
2021-06-05 02:34:06	323.0
2021-06-05 02:44:06	945.0
2021-06-05 02:54:06	439.0
2021-06-05 03:04:06	628.0
2021-06-05 03:14:06	135.0
2021-06-05 03:24:06	518.0
2021-06-05 03:34:06	407.0
2021-06-05 03:44:06	734.0
2021-06-05 03:54:06	520.0
2021-06-05 04:04:06	649.0
2021-06-05 04:14:06	580.0
2021-06-05 04:24:06	936.0
2021-06-05 04:34:06	351.0
2021-06-05 04:44:06	582.0
2021-06-05 04:54:06	537.0
2021-06-05 05:04:06	380.0
2021-06-05 05:14:06	631.0
2021-06-05 05:24:06	693.0
2021-06-05 05:34:06	160.0
2021-06-05 05:44:06	99.0
2021-06-05 05:54:06	227.0
2021-06-05 06:04:06	317.0
2021-06-05 06:14:06	365.0
2021-06-05 06:24:06	161.0
2021-06-05 06:34:06	119.0
2021-06-05 06:44:06	269.0
2021-06-05 06:54:06	151.0
2021-06-05 07:04:06	91.0
2021-06-05 07:14:06	827.0
2021-06-05 07:24:06	584.0
2021-06-05 07:34:06	352.0
2021-06-05 07:44:06	139.0
2021-06-05 07:54:06	812.0
2021-06-05 08:04:06	846.0
2021-06-05 08:14:06	605.0
2021-06-05 08:24:06	573.0
2021-06-05 08:34:06	383.0
2021-06-05 08:44:06	777.0
2021-06-05 08:54:06	996.0
2021-06-05 09:04:06	881.0
2021-06-05 09:14:06	461.0
2021-06-05 09:24:06	897.0
2021-06-05 09:34:06	864.0
2021-06-05 09:44:06	730.0
2021-06-05 09:54:06	2.0
2021-06-05 10:04:06	448.0
2021-06-05 10:14:06	773.0
2021-06-05 10:24:06	115.0
2021-06-05 10:34:06	982.0
2021-06-05 10:44:06	876.0
2021-06-05 10:54:06	889.0
2021-06-05 11:04:06	992.0
2021-06-05 11:14:06	771.0
2021-06-05 11:24:06	85.0
2021-06-05 11:34:06	949.0
2021-06-05 11:44:06	999.0
2021-06-05 11:54:06	84.0
2021-06-05 12:04:06	51.0
2021-06-05 12:14:06	90.0
2021-06-05 12:24:06	906.0
2021-06-05 12:34:06	830.0
2021-06-05 12:44:06	31.0
2021-06-05 12:54:06	352.0
2021-06-05 13:04:06	494.0
2021-06-05 13:14:06	135.0
2021-06-05 13:24:06	345.0
2021-06-05 13:34:06	193.0
2021-06-05 13:44:06	528.0
2021-06-05 13:54:06	761.0
2021-06-05 14:04:06	281.0
2021-06-05 14:14:06	98.0
2021-06-05 14:24:06	299.0
2021-06-05 14:34:06	199.0
2021-06-05 14:44:06	245.0
2021-06-05 14:54:06	235.0
2021-06-05 15:04:06	349.0
2021-06-05 15:14:06	11.0
2021-06-05 15:24:06	245.0
2021-06-05 15:34:06	322.0
2021-06-05 15:44:06	159.0
2021-06-05 15:54:06	445.0
2021-06-05 16:04:06	133.0
2021-06-05 16:14:06	290.0
2021-06-05 16:24:06	268.0
2021-06-05 16:34:06	151.0
2021-06-05 16:44:06	526.0
2021-06-05 16:54:06	51.0
2021-06-05 17:04:06	269.0
2021-06-05 17:14:06	123.0
2021-06-05 17:24:06	275.0
2021-06-05 17:34:06	952.0
2021-06-05 17:44:06	957.0
2021-06-05 17:54:06	180.0
2021-06-05 18:04:06	74.0
2021-06-05 18:14:06	219.0
2021-06-05 18:24:06	158.0
2021-06-05 18:34:06	28.0
2021-06-05 18:44:06	171.0
2021-06-05 18:54:06	909.0
2021-06-05 19:04:06	162.0
2021-06-05 19:14:06	800.0
2021-06-05 19:24:06	950.0
2021-06-05 19:34:06	161.0
2021-06-05 19:44:06	924.0
2021-06-05 19:54:06	52.0
2021-06-05 20:04:06	264.0
2021-06-05 20:14:06	22.0
2021-06-05 20:24:06	47.0
2021-06-05 20:34:06	246.0
2021-06-05 20:44:06	966.0
2021-06-05 20:54:06	135.0
2021-06-05 21:04:06	30.0
2021-06-05 21:14:06	474.0
2021-06-05 21:24:06	147.0
2021-06-05 21:34:06	834.0
2021-06-05 21:44:06	799.0
2021-06-05 21:54:06	169.0
2021-06-05 22:04:06	195.0
2021-06-05 22:14:06	101.0
2021-06-05 22:24:06	207.0
2021-06-05 22:34:06	908.0
2021-06-05 22:44:06	122.0
2021-06-05 22:54:06	859.0
2021-06-05 23:04:06	157.0
2021-06-05 23:14:06	265.0
2021-06-05 23:24:06	953.0
2021-06-05 23:34:06	136.0
2021-06-05 23:44:06	126.0
2021-06-05 23:54:06	825.0
2021-06-06 00:04:06	133.0
2021-06-06 00:14:06	905.0
2021-06-06 00:24:06	107.0
2021-06-06 00:34:06	191.0
2021-06-06 00:44:06	89.0
2021-06-06 00:54:06	994.0
2021-06-06 01:04:06	961.0
2021-06-06 01:14:06	222.0
2021-06-06 01:24:06	40.0
2021-06-06 01:34:06	197.0
2021-06-06 01:44:06	227.0
2021-06-06 01:54:06	163.0
2021-06-06 02:04:06	122.0
2021-06-06 02:14:06	157.0
2021-06-06 02:24:06	147.0
2021-06-06 02:34:06	42.0
2021-06-06 02:44:06	968.0
2021-06-06 02:54:06	935.0
2021-06-06 03:04:06	845.0
2021-06-06 03:14:06	107.0
2021-06-06 03:24:06	5.0
2021-06-06 03:34:06	420.0
2021-06-06 03:44:06	242.0
2021-06-06 03:54:06	949.0
2021-06-06 04:04:06	161.0
2021-06-06 04:14:06	957.0
2021-06-06 04:24:06	286.0
2021-06-06 04:34:06	144.0
2021-06-06 04:44:06	95.0
2021-06-06 04:54:06	294.0
2021-06-06 05:04:06	296.0
2021-06-06 05:14:06	310.0
2021-06-06 05:24:06	223.0
2021-06-06 05:34:06	86.0
2021-06-06 05:44:06	990.0
2021-06-06 05:51:53	118.0
2021-06-06 06:01:53	276.0
2021-06-06 06:11:53	123.0
2021-06-06 06:21:53	462.0
2021-06-06 06:31:53	369.0
2021-06-06 06:41:53	136.0
2021-06-06 06:51:53	482.0
2021-06-06 07:01:53	622.0
2021-06-06 07:11:53	187.0
2021-06-06 07:21:53	397.0
2021-06-06 07:31:53	551.0
2021-06-06 07:41:53	170.0
2021-06-06 07:51:53	513.0
2021-06-06 08:01:53	332.0
2021-06-06 08:11:53	291.0
2021-06-06 08:21:53	691.0
2021-06-06 08:31:53	635.0
2021-06-06 08:41:53	296.0
2021-06-06 08:51:53	461.0
2021-06-06 09:01:53	306.0
2021-06-06 09:11:53	347.0
2021-06-06 09:21:53	293.0
2021-06-06 09:31:53	315.0
2021-06-06 09:41:53	377.0
2021-06-06 09:51:53	601.0
2021-06-06 10:01:53	166.0
2021-06-06 10:11:53	550.0
2021-06-06 10:21:53	312.0
2021-06-06 10:31:53	385.0
2021-06-06 10:41:53	304.0
2021-06-06 10:51:53	444.0
2021-06-06 11:01:53	444.0
2021-06-06 11:11:53	416.0
2021-06-06 11:21:53	585.0
2021-06-06 11:31:53	327.0
2021-06-06 11:41:53	474.0
2021-06-06 11:51:53	458.0
2021-06-06 12:01:53	779.0
2021-06-06 12:11:53	263.0
2021-06-06 12:21:53	517.0
2021-06-06 12:31:53	389.0
2021-06-06 12:41:53	483.0
2021-06-06 12:51:53	473.0
2021-06-06 13:01:53	197.0
2021-06-06 13:11:53	266.0
2021-06-06 13:21:53	660.0
2021-06-06 13:31:53	582.0
2021-06-06 13:41:53	342.0
2021-06-06 13:51:53	559.0
2021-06-06 14:01:53	424.0
2021-06-06 14:11:53	397.0
2021-06-06 14:21:53	347.0
2021-06-06 14:31:53	437.0
2021-06-06 14:41:53	517.0
2021-06-06 14:51:53	257.0
2021-06-06 15:01:53	307.0
2021-06-06 15:11:53	481.0
2021-06-06 15:21:53	644.0
2021-06-06 15:31:53	472.0
2021-06-06 15:41:53	568.0
2021-06-06 15:51:53	552.0
2021-06-06 16:01:53	430.0
2021-06-06 16:11:53	548.0
2021-06-06 16:21:53	486.0
2021-06-06 16:31:53	472.0
