ts	wmiprocessor_total
2021-06-01 01:59:15	0.15
2021-06-01 02:01:15	1.6092
2021-06-01 02:03:15	4.1397
2021-06-01 02:05:15	4.251
2021-06-01 02:07:15	4.2589
2021-06-01 02:09:15	4.1436
2021-06-01 02:11:15	4.0742
2021-06-01 02:13:15	3.7368
2021-06-01 02:15:15	3.8662
2021-06-01 02:17:15	0.4443
2021-06-01 02:19:15	0.1347
2021-06-01 02:21:15	0.0982
2021-06-01 02:23:15	0.126
2021-06-01 02:25:15	0.0937
2021-06-01 02:27:15	0.0745
2021-06-01 02:29:15	0.1041
2021-06-01 02:31:15	0.1099
2021-06-01 02:33:15	0.1313
2021-06-01 02:35:15	0.0994
2021-06-01 02:37:15	0.075
2021-06-01 02:39:15	0.0881
2021-06-01 02:41:15	0.1135
2021-06-01 02:43:15	0.129
2021-06-01 02:45:15	0.101
2021-06-01 02:47:15	0.1081
2021-06-01 02:49:15	0.1098
2021-06-01 02:51:15	0.0893
2021-06-01 02:53:15	0.1249
2021-06-01 02:55:15	0.1224
2021-06-01 02:57:15	0.0845
2021-06-01 02:59:15	0.1096
2021-06-01 03:01:15	0.1951
2021-06-01 03:03:15	1.755
2021-06-01 03:05:15	4.1336
2021-06-01 03:07:15	4.1018
2021-06-01 03:09:15	4.1429
2021-06-01 03:11:15	4.0992
2021-06-01 03:13:15	4.15
2021-06-01 03:15:15	4.1385
2021-06-01 03:17:15	4.1708
2021-06-01 03:19:15	4.3376
2021-06-01 03:21:15	4.2325
2021-06-01 03:23:15	4.1918
2021-06-01 03:25:15	4.2207
2021-06-01 03:27:15	4.2346
2021-06-01 03:29:15	4.2197
2021-06-01 03:31:15	4.2057
2021-06-01 03:33:15	4.1149000000000004
2021-06-01 03:35:15	1.3226
2021-06-01 03:37:15	0.1269
2021-06-01 03:39:15	0.1302
2021-06-01 03:41:15	0.1076
2021-06-01 03:43:15	0.1029
2021-06-01 03:45:15	0.0833
2021-06-01 03:47:15	0.0996
2021-06-01 03:49:15	0.116
2021-06-01 03:51:15	0.1049
2021-06-01 03:53:15	0.1569
2021-06-01 03:55:15	0.0712
2021-06-01 03:57:15	0.1012
2021-06-01 03:59:15	0.112
2021-06-01 04:01:15	0.104
2021-06-01 04:03:15	0.1154
2021-06-01 04:05:15	0.0777
2021-06-01 04:07:15	0.076
2021-06-01 04:09:15	0.1488
2021-06-01 04:11:15	0.1064
2021-06-01 04:13:15	0.1112
2021-06-01 04:15:15	0.1063
2021-06-01 04:17:15	0.0791
2021-06-01 04:19:15	0.102
2021-06-01 04:21:15	0.091
2021-06-01 04:23:15	0.1297
2021-06-01 04:25:15	0.114
2021-06-01 04:27:15	0.1115
2021-06-01 04:29:15	0.0892
2021-06-01 04:31:15	0.1163
2021-06-01 04:33:15	0.1138
2021-06-01 04:35:15	0.1105
2021-06-01 04:37:15	0.091
2021-06-01 04:39:15	0.0803
2021-06-01 04:41:15	0.0987
2021-06-01 04:43:15	0.1401
2021-06-01 04:45:15	0.1184
2021-06-01 04:47:15	0.1094
2021-06-01 04:49:15	0.0996
2021-06-01 04:51:15	0.0687
2021-06-01 04:53:15	0.1293
2021-06-01 04:55:15	0.111
2021-06-01 04:57:15	0.0863
2021-06-01 04:59:15	0.1513
2021-06-01 05:01:15	0.0694
2021-06-01 05:03:15	0.1083
2021-06-01 05:05:15	0.0995
2021-06-01 05:07:15	0.108
2021-06-01 05:09:15	0.1282
2021-06-01 05:11:15	0.0895
2021-06-01 05:13:15	0.0841
2021-06-01 05:15:15	0.1372
2021-06-01 05:17:15	0.1119
2021-06-01 05:19:15	0.1152
2021-06-01 05:21:15	0.1174
2021-06-01 05:23:15	0.0751
2021-06-01 05:25:15	0.1068
2021-06-01 05:27:15	0.0923
2021-06-01 05:29:15	0.1279
2021-06-01 05:31:15	0.1264
2021-06-01 05:33:15	0.1119
2021-06-01 05:35:15	0.083
2021-06-01 05:37:15	0.0947
2021-06-01 05:39:15	0.1173
2021-06-01 05:41:15	0.0927
2021-06-01 05:43:15	0.1115
2021-06-01 05:45:15	0.0695
2021-06-01 05:47:15	0.131
2021-06-01 05:49:15	0.1119
2021-06-01 05:51:15	0.1097
2021-06-01 05:53:15	0.1043
2021-06-01 05:55:15	0.0717
2021-06-01 05:57:15	0.0954
2021-06-01 05:59:15	0.1208
2021-06-01 06:01:15	0.0942
2021-06-01 06:03:15	0.1422
2021-06-01 06:05:15	0.1118
2021-06-01 06:07:15	0.0646
2021-06-01 06:09:15	0.1122
2021-06-01 06:11:15	0.1158
2021-06-01 06:13:45	0.1047
2021-06-01 06:15:15	0.1347
2021-06-01 06:17:15	0.0547
2021-06-01 06:19:15	0.1397
2021-06-01 06:21:15	0.1007
2021-06-01 06:23:15	0.1286
2021-06-01 06:25:15	0.1091
2021-06-01 06:27:15	0.0898
2021-06-01 06:29:15	0.0548
2021-06-01 06:31:15	0.1159
2021-06-01 06:33:15	0.115
2021-06-01 06:35:15	0.0973
2021-06-01 06:37:15	0.1469
2021-06-01 06:39:15	0.0709
2021-06-01 06:41:15	0.0959
2021-06-01 06:43:15	0.1175
2021-06-01 06:45:15	0.0026
2021-06-01 06:47:15	0.0173
2021-06-01 06:49:15	0.049
2021-06-01 06:51:15	0.0358
2021-06-01 06:53:15	0.1277
2021-06-01 06:55:15	0.0879
2021-06-01 06:57:15	0.082
2021-06-01 06:59:15	0.1191
2021-06-01 07:01:15	0.0642
2021-06-01 07:03:15	0.0901
2021-06-01 07:05:15	0.1109
2021-06-01 07:07:15	0.1161
2021-06-01 07:09:15	0.1164
2021-06-01 07:11:15	0.0948
2021-06-01 07:13:15	0.1027
2021-06-01 07:15:15	0.0945
2021-06-01 07:17:15	0.119
2021-06-01 07:19:15	0.1005
2021-06-01 07:21:15	0.103
2021-06-01 07:23:15	0.0829
2021-06-01 07:25:15	0.1262
2021-06-01 07:27:15	0.12
2021-06-01 07:29:15	0.11
2021-06-01 07:31:15	0.1079
2021-06-01 07:33:15	0.0994
2021-06-01 07:35:15	0.081
2021-06-01 07:37:15	0.1232
2021-06-01 07:39:15	0.1204
2021-06-01 07:41:15	0.1155
2021-06-01 07:43:15	0.1336
2021-06-01 07:45:15	0.0599
2021-06-01 07:47:15	0.1012
2021-06-01 07:49:15	0.1244
2021-06-01 07:51:15	0.103
2021-06-01 07:53:15	0.1198
2021-06-01 07:55:15	0.0965
2021-06-01 07:57:15	0.0977
2021-06-01 07:59:15	0.1062
2021-06-01 08:01:15	0.1156
2021-06-01 08:03:15	0.1128
2021-06-01 08:05:15	0.0805
2021-06-01 08:07:15	0.0603
2021-06-01 08:09:15	0.122
2021-06-01 08:11:15	0.1034
2021-06-01 08:13:15	0.1379
2021-06-01 08:15:15	0.1092
2021-06-01 08:17:15	0.103
2021-06-01 08:19:15	0.0786
2021-06-01 08:21:15	0.1138
2021-06-01 08:23:15	0.1212
2021-06-01 08:25:15	0.0996
2021-06-01 08:27:15	0.1049
2021-06-01 08:29:15	0.0925
2021-06-01 08:31:15	0.1051
2021-06-01 08:33:15	0.1132
2021-06-01 08:35:15	0.1178
2021-06-01 08:37:15	0.1052
2021-06-01 08:39:15	0.1079
2021-06-01 08:41:15	0.0787
2021-06-01 08:43:15	0.1399
2021-06-01 08:45:15	0.2771
2021-06-01 08:47:15	0.1349
2021-06-01 08:49:15	0.1391
2021-06-01 08:51:15	0.0705
2021-06-01 08:53:15	0.0947
2021-06-01 08:55:15	0.0862
2021-06-01 08:57:15	0.1166
2021-06-01 08:59:15	0.1124
2021-06-01 09:01:15	0.1028
2021-06-01 09:03:15	0.1165
2021-06-01 09:05:15	0.1071
2021-06-01 09:07:15	0.1032
2021-06-01 09:09:15	0.1113
2021-06-01 09:11:15	0.1
2021-06-01 09:13:15	0.0953
2021-06-01 09:15:15	0.0687
2021-06-01 09:17:15	0.1043
2021-06-01 09:19:15	0.1364
2021-06-01 09:21:15	0.1168
2021-06-01 09:23:15	0.119
2021-06-01 09:25:15	0.0634
2021-06-01 09:27:15	0.0909
2021-06-01 09:29:15	0.138
2021-06-01 09:31:15	0.0619
2021-06-01 09:33:15	0.1155
2021-06-01 09:35:15	0.1487
2021-06-01 09:37:15	0.0858
2021-06-01 09:39:15	0.1075
2021-06-01 09:41:15	0.1173
2021-06-01 09:43:15	0.1029
2021-06-01 09:45:15	0.0998
2021-06-01 09:47:15	0.0638
2021-06-01 09:49:15	0.1212
2021-06-01 09:51:15	0.1195
2021-06-01 09:53:15	0.124
2021-06-01 09:55:15	0.1043
2021-06-01 09:57:15	0.0923
2021-06-01 09:59:15	0.0608
2021-06-01 10:01:15	0.124
2021-06-01 10:03:15	0.1253
2021-06-01 10:05:15	0.0828
2021-06-01 10:07:15	0.1241
2021-06-01 10:09:15	0.0885
2021-06-01 10:11:15	0.0938
2021-06-01 10:13:15	0.1292
2021-06-01 10:15:15	0.1063
2021-06-01 10:17:15	0.1114
2021-06-01 10:19:15	0.1194
2021-06-01 10:21:15	0.0642
2021-06-01 10:23:15	0.1422
2021-06-01 10:25:15	0.1268
2021-06-01 10:27:15	0.0925
2021-06-01 10:29:15	0.1208
2021-06-01 10:31:15	0.0545
2021-06-01 10:33:15	0.1286
2021-06-01 10:35:15	0.1178
2021-06-01 10:37:15	0.0952
2021-06-01 10:39:15	0.1445
2021-06-01 10:41:15	0.1106
2021-06-01 10:43:15	0.0698
2021-06-01 10:45:15	0.1105
2021-06-01 10:47:15	0.1003
2021-06-01 10:49:15	0.1064
2021-06-01 10:51:15	0.1091
2021-06-01 10:53:15	0.0763
2021-06-01 10:55:15	0.1083
2021-06-01 10:57:15	0.1447
2021-06-01 10:59:15	0.1197
2021-06-01 11:01:15	0.0983
2021-06-01 11:03:15	0.1016
2021-06-01 11:05:15	0.0719
2021-06-01 11:07:15	0.1054
2021-06-01 11:09:15	0.1049
2021-06-01 11:11:15	0.1166
2021-06-01 11:13:15	0.1347
2021-06-01 11:15:15	0.0789
2021-06-01 11:17:15	0.0957
2021-06-01 11:19:15	0.1181
2021-06-01 11:21:15	0.1088
2021-06-01 11:23:15	0.1125
2021-06-01 11:25:15	0.0951
2021-06-01 11:27:15	0.069
2021-06-01 11:29:15	0.1416
2021-06-01 11:31:15	0.0956
2021-06-01 11:33:15	0.1171
2021-06-01 11:35:15	0.1075
2021-06-01 11:37:15	0.0698
2021-06-01 11:39:15	0.0958
2021-06-01 11:41:15	0.1012
2021-06-01 11:43:15	0.1074
2021-06-01 11:45:15	0.1256
2021-06-01 11:47:15	0.1209
2021-06-01 11:49:15	0.0777
2021-06-01 11:51:15	0.0931
2021-06-01 11:53:15	0.1144
2021-06-01 11:55:15	0.1031
2021-06-01 11:57:15	0.1153
2021-06-01 11:59:15	0.0693
2021-06-01 12:01:15	0.1218
2021-06-01 12:03:15	0.1212
2021-06-01 12:05:15	0.1032
2021-06-01 12:07:15	0.1169
2021-06-01 12:09:15	0.1046
2021-06-01 12:11:15	0.0761
2021-06-01 12:13:15	0.1102
2021-06-01 12:15:15	0.1339
2021-06-01 12:17:15	0.1183
2021-06-01 12:19:15	0.1232
2021-06-01 12:21:15	0.0683
2021-06-01 12:23:15	0.1111
2021-06-01 12:25:15	0.1085
2021-06-01 12:27:15	0.0999
2021-06-01 12:29:15	0.1086
2021-06-01 12:31:15	0.0754
2021-06-01 12:33:15	0.1399
2021-06-01 12:35:15	0.1064
2021-06-01 12:37:15	0.1175
2021-06-01 12:39:15	0.089
2021-06-01 12:41:15	0.0994
2021-06-01 12:43:15	0.0872
2021-06-01 12:45:15	0.1076
2021-06-01 12:47:15	0.0995
2021-06-01 12:49:15	0.1464
2021-06-01 12:51:15	0.1194
2021-06-01 12:53:15	0.0799
2021-06-01 12:55:15	0.0931
2021-06-01 12:57:15	0.0911
2021-06-01 12:59:15	0.1153
2021-06-01 13:01:15	0.1104
2021-06-01 13:03:15	0.096
2021-06-01 13:05:15	0.0714
2021-06-01 13:07:15	0.1482
2021-06-01 13:09:15	0.0909
2021-06-01 13:11:15	0.1193
2021-06-01 13:13:15	0.1087
2021-06-01 13:15:15	0.0589
2021-06-01 13:17:15	0.108
2021-06-01 13:19:15	0.1221
2021-06-01 13:21:15	0.1105
2021-06-01 13:23:15	0.1484
2021-06-01 13:25:15	0.098
2021-06-01 13:27:15	0.0552
2021-06-01 13:29:15	0.1138
2021-06-01 13:31:15	0.0963
2021-06-01 13:33:15	0.1046
2021-06-01 13:35:15	0.1142
2021-06-01 13:37:15	0.0615
2021-06-01 13:39:15	0.1401
2021-06-01 13:41:15	0.1211
2021-06-01 13:43:15	0.1156
2021-06-01 13:45:15	0.0917
2021-06-01 13:47:15	0.1186
2021-06-01 13:49:15	0.0505
2021-06-01 13:51:15	0.1157
2021-06-01 13:53:15	0.1347
2021-06-01 13:55:15	0.1161
2021-06-01 13:57:15	0.1116
2021-06-01 13:59:15	0.079
2021-06-01 14:01:15	0.0907
2021-06-01 14:03:15	0.1049
2021-06-01 14:05:15	0.1096
2021-06-01 14:07:15	0.1169
2021-06-01 14:09:15	0.1057
2021-06-01 14:11:15	0.0977
2021-06-01 14:13:15	0.1213
2021-06-01 14:15:15	0.1122
2021-06-01 14:17:15	0.1023
2021-06-01 14:19:15	0.0955
2021-06-01 14:21:15	0.0517
2021-06-01 14:23:15	0.1076
2021-06-01 14:25:15	0.1118
2021-06-01 14:27:15	0.1367
2021-06-01 14:29:15	0.1291
2021-06-01 14:31:15	0.0805
2021-06-01 14:33:15	0.0821
2021-06-01 14:35:15	0.1218
2021-06-01 14:37:15	0.0891
2021-06-01 14:39:15	0.1012
2021-06-01 14:41:15	0.1151
2021-06-01 14:43:15	0.1183
2021-06-01 14:45:15	0.0918
2021-06-01 14:47:15	0.1179
2021-06-01 14:49:15	0.1285
2021-06-01 14:51:15	0.1012
2021-06-01 14:53:15	0.1168
2021-06-01 14:55:15	0.0807
2021-06-01 14:57:15	0.1041
2021-06-01 14:59:15	0.1274
2021-06-01 15:01:15	0.1249
2021-06-01 15:03:15	0.11
2021-06-01 15:05:15	0.0696
2021-06-01 15:07:15	0.1031
2021-06-01 15:09:15	0.0903
2021-06-01 15:11:15	0.1061
2021-06-01 15:13:15	0.1183
2021-06-01 15:15:15	0.0688
2021-06-01 15:17:15	0.1317
2021-06-01 15:19:15	0.1063
2021-06-01 15:21:15	0.1091
2021-06-01 15:23:15	0.1134
2021-06-01 15:25:15	0.0992
2021-06-01 15:27:15	0.0699
2021-06-01 15:29:15	0.1148
2021-06-01 15:31:15	0.0935
2021-06-01 15:33:15	0.1584
2021-06-01 15:35:15	0.1291
2021-06-01 15:37:15	0.0459
2021-06-01 15:39:15	0.111
2021-06-01 15:41:15	0.1011
2021-06-01 15:43:15	0.1312
2021-06-01 15:45:15	0.1091
2021-06-01 15:47:15	0.111
2021-06-01 15:49:15	0.0889
2021-06-01 15:51:15	0.0131
2021-06-01 15:53:15	0.0288
2021-06-01 15:55:15	0.0421
2021-06-01 15:57:15	0.0566
2021-06-01 15:59:15	0.0597
2021-06-01 16:01:15	0.074
2021-06-01 16:03:15	0.1024
2021-06-01 16:05:15	0.1287
2021-06-01 16:07:15	0.0923
2021-06-01 16:09:15	0.0979
2021-06-01 16:11:15	0.0621
2021-06-01 16:13:15	0.1245
2021-06-01 16:15:15	0.0859
2021-06-01 16:17:15	0.11
2021-06-01 16:19:15	0.1243
2021-06-01 16:21:15	0.0738
2021-06-01 16:23:15	0.1282
2021-06-01 16:25:15	0.1082
2021-06-01 16:27:15	0.1044
2021-06-01 16:29:15	0.1172
2021-06-01 16:31:15	0.1078
2021-06-01 16:33:15	0.0649
2021-06-01 16:35:15	0.1125
2021-06-01 16:37:15	0.1366
2021-06-01 16:39:15	0.1114
2021-06-01 16:41:15	0.1065
2021-06-01 16:43:15	0.09
2021-06-01 16:45:15	0.1046
2021-06-01 16:47:15	0.0988
2021-06-01 16:49:15	0.1253
2021-06-01 16:51:15	0.0924
2021-06-01 16:53:15	0.1539
2021-06-01 16:55:15	0.0798
2021-06-01 16:57:15	0.0973
2021-06-01 16:59:15	0.1167
2021-06-01 17:01:15	0.1048
2021-06-01 17:03:15	0.1226
2021-06-01 17:05:15	0.0777
2021-06-01 17:07:15	0.1035
2021-06-01 17:09:15	0.1557
2021-06-01 17:11:15	0.1161
2021-06-01 17:13:15	0.1206
2021-06-01 17:15:15	0.0986
2021-06-01 17:17:15	0.0622
2021-06-01 17:19:15	0.1303
2021-06-01 17:21:15	0.1058
2021-06-01 17:23:15	0.1092
2021-06-01 17:25:15	0.1112
2021-06-01 17:27:15	0.0992
2021-06-01 17:29:15	0.1148
2021-06-01 17:31:15	0.1004
2021-06-01 17:33:15	0.1048
2021-06-01 17:35:15	0.0986
2021-06-01 17:37:15	0.1125
2021-06-01 17:39:15	0.07
2021-06-01 17:41:15	0.1149
2021-06-01 17:43:15	0.1425
2021-06-01 17:45:15	0.1123
2021-06-01 17:47:15	0.0972
2021-06-01 17:49:15	0.0855
2021-06-01 17:51:15	0.0743
2021-06-01 17:53:15	0.1228
2021-06-01 17:55:15	0.0974
2021-06-01 17:57:15	0.1089
2021-06-01 17:59:15	0.1465
2021-06-01 18:01:15	0.0757
2021-06-01 18:03:15	0.1084
2021-06-01 18:05:15	0.0996
2021-06-01 18:07:15	0.1165
2021-06-01 18:09:15	0.1037
2021-06-01 18:11:15	0.0737
2021-06-01 18:13:15	0.111
2021-06-01 18:15:15	0.1278
2021-06-01 18:17:15	0.1359
2021-06-01 18:19:15	0.118
2021-06-01 18:21:15	0.1035
2021-06-01 18:23:15	0.0831
2021-06-01 18:25:15	0.1186
2021-06-01 18:27:15	0.0999
2021-06-01 18:29:15	0.1089
2021-06-01 18:31:15	0.1366
2021-06-01 18:33:15	0.0817
2021-06-01 18:35:15	0.5747
2021-06-01 18:37:15	0.1128
2021-06-01 18:39:15	0.0937
2021-06-01 18:41:15	0.1237
2021-06-01 18:43:15	0.1251
2021-06-01 18:45:15	0.2341
2021-06-01 18:47:15	0.1292
2021-06-01 18:49:15	0.1106
2021-06-01 18:51:15	0.0935
2021-06-01 18:53:15	0.1458
2021-06-01 18:55:15	0.0775
2021-06-01 18:57:15	0.0896
2021-06-01 18:59:15	0.128
2021-06-01 19:01:15	0.1023
2021-06-01 19:03:15	0.1571
2021-06-01 19:05:15	0.0997
2021-06-01 19:07:15	0.0835
2021-06-01 19:09:15	0.098
2021-06-01 19:11:15	0.1246
2021-06-01 19:13:15	0.1074
2021-06-01 19:15:15	0.1011
2021-06-01 19:17:15	0.0733
2021-06-01 19:19:15	0.1356
2021-06-01 19:21:15	0.1002
2021-06-01 19:23:15	0.1159
2021-06-01 19:25:15	0.0934
2021-06-01 19:27:15	0.0738
2021-06-01 19:29:15	0.1022
2021-06-01 19:31:15	0.0852
2021-06-01 19:33:15	0.1117
2021-06-01 19:35:15	0.1007
2021-06-01 19:37:15	0.1274
2021-06-01 19:39:15	0.0731
2021-06-01 19:41:15	0.1053
2021-06-01 19:43:15	0.1113
2021-06-01 19:45:15	0.115
2021-06-01 19:47:15	0.1078
2021-06-01 19:49:15	0.0786
2021-06-01 19:51:15	0.1053
2021-06-01 19:53:15	0.1367
2021-06-01 19:55:15	0.1275
2021-06-01 19:57:15	0.0934
2021-06-01 19:59:15	0.1285
2021-06-01 20:01:15	0.0682
2021-06-01 20:03:15	0.103
2021-06-01 20:05:15	0.1045
2021-06-01 20:07:15	0.115
2021-06-01 20:09:15	0.12
2021-06-01 20:11:15	0.0973
2021-06-01 20:13:15	0.0888
2021-06-01 20:15:15	0.1139
2021-06-01 20:17:15	0.0919
2021-06-01 20:19:15	0.1195
2021-06-01 20:21:15	0.096
2021-06-01 20:23:15	0.0802
2021-06-01 20:25:15	0.1156
2021-06-01 20:27:15	0.1002
2021-06-01 20:29:15	0.1225
2021-06-01 20:31:15	0.1136
2021-06-01 20:33:15	0.0834
2021-06-01 20:35:15	0.086
2021-06-01 20:37:15	0.1117
2021-06-01 20:39:15	0.1119
2021-06-01 20:41:15	0.1238
2021-06-01 20:43:15	0.1421
2021-06-01 20:45:15	0.0605
2021-06-01 20:47:15	0.0963
2021-06-01 20:49:15	0.1133
2021-06-01 20:51:15	0.104
2021-06-01 20:53:15	0.1209
2021-06-01 20:55:15	0.0757
2021-06-01 20:57:15	0.1024
2021-06-01 20:59:15	0.1922
2021-06-01 21:01:15	0.1143
2021-06-01 21:03:15	0.1084
2021-06-01 21:05:15	0.0965
2021-06-01 21:07:15	0.0668
2021-06-01 21:09:15	0.1079
2021-06-01 21:11:15	0.1175
2021-06-01 21:13:15	0.1389
2021-06-01 21:15:15	0.1163
2021-06-01 21:17:15	0.1079
2021-06-01 21:19:15	0.0826
2021-06-01 21:21:15	0.097
2021-06-01 21:23:15	0.1186
2021-06-01 21:25:15	0.1071
2021-06-01 21:27:15	0.1038
2021-06-01 21:29:15	0.1021
2021-06-01 21:31:15	0.1133
2021-06-01 21:33:15	0.1066
2021-06-01 21:35:15	0.1065
2021-06-01 21:37:15	0.1053
2021-06-01 21:39:15	0.1
2021-06-01 21:41:15	0.0609
2021-06-01 21:43:15	0.125
2021-06-01 21:45:15	0.1073
2021-06-01 21:47:15	0.1294
2021-06-01 21:49:15	0.1197
2021-06-01 21:51:15	0.0554
2021-06-01 21:53:15	0.1047
2021-06-01 21:55:15	0.1053
2021-06-01 21:57:15	0.0937
2021-06-01 21:59:15	0.1147
2021-06-01 22:01:15	0.1039
2021-06-01 22:03:15	0.0931
2021-06-01 22:05:15	0.1047
2021-06-01 22:07:15	0.1093
2021-06-01 22:09:15	0.1029
2021-06-01 22:11:15	0.1075
2021-06-01 22:13:15	0.0798
2021-06-01 22:15:15	0.0868
2021-06-01 22:17:15	0.1085
2021-06-01 22:19:15	0.1434
2021-06-01 22:21:15	0.1089
2021-06-01 22:23:15	0.1074
2021-06-01 22:25:15	0.0616
2021-06-01 22:27:15	0.1088
2021-06-01 22:29:15	0.1262
2021-06-01 22:31:15	0.1044
2021-06-01 22:33:15	0.1054
2021-06-01 22:35:15	0.1034
2021-06-01 22:37:15	0.094
2021-06-01 22:39:15	0.1201
2021-06-01 22:41:15	0.1045
2021-06-01 22:43:15	0.1134
2021-06-01 22:45:15	0.0967
2021-06-01 22:47:15	0.0824
2021-06-01 22:49:15	0.1125
2021-06-01 22:51:15	0.1168
2021-06-01 22:53:15	0.1174
2021-06-01 22:55:15	0.1056
2021-06-01 22:57:15	0.0507
2021-06-01 22:59:15	0.1214
2021-06-01 23:01:15	0.0945
2021-06-01 23:03:15	0.1225
2021-06-01 23:05:15	0.1164
2021-06-01 23:07:15	0.1042
2021-06-01 23:09:15	0.1072
2021-06-01 23:11:15	0.1001
2021-06-01 23:13:15	0.12
2021-06-01 23:15:15	0.1087
2021-06-01 23:17:15	0.0896
2021-06-01 23:19:15	0.0799
2021-06-01 23:21:15	0.0934
2021-06-01 23:23:15	0.1384
2021-06-01 23:25:15	0.1031
2021-06-01 23:27:15	0.1039
2021-06-01 23:29:15	0.0957
2021-06-01 23:31:15	0.0842
2021-06-01 23:33:15	0.1125
2021-06-01 23:35:15	0.116
2021-06-01 23:37:15	0.0976
2021-06-01 23:39:15	0.1238
2021-06-01 23:41:15	0.0714
2021-06-01 23:43:15	0.1134
2021-06-01 23:45:15	0.0943
2021-06-01 23:47:15	0.121
2021-06-01 23:49:15	0.104
2021-06-01 23:51:15	0.0864
2021-06-01 23:53:15	0.1048
2021-06-01 23:55:15	0.1043
2021-06-01 23:57:15	0.128
2021-06-01 23:59:15	0.1189
2021-06-02 00:01:15	0.0995
2021-06-02 00:03:15	0.0769
2021-06-02 00:05:15	0.0964
2021-06-02 00:07:15	0.1223
2021-06-02 00:09:15	0.12
2021-06-02 00:11:15	0.0836
2021-06-02 00:13:15	0.1238
2021-06-02 00:15:15	0.079
2021-06-02 00:17:15	0.0876
2021-06-02 00:19:15	0.1305
2021-06-02 00:21:15	0.1013
2021-06-02 00:23:15	0.1043
2021-06-02 00:25:15	0.062
2021-06-02 00:27:15	0.1048
2021-06-02 00:29:15	0.1359
2021-06-02 00:31:15	0.1011
2021-06-02 00:33:15	0.1245
2021-06-02 00:35:15	0.077
2021-06-02 00:37:15	0.0863
2021-06-02 00:39:15	0.1202
2021-06-02 00:41:15	0.1051
2021-06-02 00:43:15	0.1193
2021-06-02 00:45:15	0.1146
2021-06-02 00:47:15	0.0903
2021-06-02 00:49:15	0.1204
2021-06-02 00:51:15	0.0951
2021-06-02 00:53:15	0.1281
2021-06-02 00:55:15	0.1021
2021-06-02 00:57:15	-0.018
2021-06-02 00:59:15	0.0112
2021-06-02 01:01:15	0.0567
2021-06-02 01:03:15	0.0991
2021-06-02 01:05:15	0.0737
2021-06-02 01:07:15	0.0869
2021-06-02 01:09:15	0.0683
2021-06-02 01:11:15	0.0981
2021-06-02 01:13:15	0.1056
2021-06-02 01:15:15	0.1029
2021-06-02 01:17:15	0.1238
2021-06-02 01:19:15	0.0915
2021-06-02 01:21:15	0.0847
2021-06-02 01:23:15	0.1202
2021-06-02 01:25:15	0.0943
2021-06-02 01:27:15	0.0954
2021-06-02 01:29:15	0.1241
2021-06-02 01:31:15	0.0681
2021-06-02 01:33:15	0.1427
2021-06-02 01:35:15	0.1163
2021-06-02 01:37:15	0.0949
2021-06-02 01:39:15	0.1165
2021-06-02 01:41:15	0.0648
2021-06-02 01:43:15	0.1069
2021-06-02 01:45:15	0.1101
2021-06-02 01:47:15	0.1095
2021-06-02 01:49:15	0.1536
2021-06-02 01:51:15	0.0851
2021-06-02 01:53:15	0.0796
2021-06-02 01:55:15	0.1022
2021-06-02 01:57:15	0.1013
2021-06-02 01:59:15	0.1112
