ts	snmpmemory_available_memory
2021-06-01 09:20:03	103387136.0
2021-06-01 09:25:03	99553280.0
2021-06-01 09:30:03	101617664.0
2021-06-01 09:35:03	100347904.0
2021-06-01 09:40:03	99053568.0
2021-06-01 09:45:03	99586048.0
2021-06-01 09:50:03	99205120.0
2021-06-01 09:55:03	98824192.0
2021-06-01 10:00:03	98316288.0
2021-06-01 10:05:03	97554432.0
2021-06-01 10:10:03	102379520.0
2021-06-01 10:15:03	100966400.0
2021-06-01 10:20:03	101363712.0
2021-06-01 10:25:03	100728832.0
2021-06-01 10:30:03	100093952.0
2021-06-01 10:35:03	99586048.0
2021-06-01 10:40:03	99205120.0
2021-06-01 10:45:03	99078144.0
2021-06-01 10:50:03	98951168.0
2021-06-01 10:55:03	98570240.0
2021-06-01 11:00:03	98062336.0
2021-06-01 11:05:03	95887360.0
2021-06-01 11:10:03	96030720.0
2021-06-01 11:15:03	95776768.0
2021-06-01 11:20:03	95395840.0
2021-06-01 11:25:03	94887936.0
2021-06-01 11:30:03	93220864.0
2021-06-01 11:35:03	93745152.0
2021-06-01 11:40:03	93491200.0
2021-06-01 11:45:03	93364224.0
2021-06-01 11:50:03	92856320.0
2021-06-01 11:55:03	91967488.0
2021-06-01 12:00:03	91586560.0
2021-06-01 12:05:03	90570752.0
2021-06-01 12:10:03	89554944.0
2021-06-01 12:15:03	89047040.0
2021-06-01 12:20:03	88793088.0
2021-06-01 12:25:03	88190976.0
2021-06-01 12:30:03	88031232.0
2021-06-01 12:35:03	87396352.0
2021-06-01 12:40:03	87269376.0
2021-06-01 12:45:03	86507520.0
2021-06-01 12:50:03	86380544.0
2021-06-01 12:55:03	86126592.0
2021-06-01 13:00:03	85618688.0
2021-06-01 13:05:03	84983808.0
2021-06-01 13:10:03	84094976.0
2021-06-01 13:15:03	83714048.0
2021-06-01 13:20:03	83501056.0
2021-06-01 13:25:03	82063360.0
2021-06-01 13:30:03	82579456.0
2021-06-01 13:35:03	80531456.0
2021-06-01 13:40:03	81682432.0
2021-06-01 13:45:03	81555456.0
2021-06-01 13:50:03	78888960.0
2021-06-01 13:55:03	78381056.0
2021-06-01 14:00:03	76079104.0
2021-06-01 14:05:03	76603392.0
2021-06-01 14:10:03	75849728.0
2021-06-01 14:15:03	75087872.0
2021-06-01 14:20:03	74706944.0
2021-06-01 14:25:03	73564160.0
2021-06-01 14:30:03	71245824.0
2021-06-01 14:35:03	71254016.0
2021-06-01 14:40:03	72294400.0
2021-06-01 14:45:03	72167424.0
2021-06-01 14:50:03	72040448.0
2021-06-01 14:55:03	71405568.0
2021-06-01 15:00:03	71024640.0
2021-06-01 15:05:03	70516736.0
2021-06-01 15:10:03	68333568.0
2021-06-01 15:15:03	69238784.0
2021-06-01 15:20:03	68857856.0
2021-06-01 15:25:03	68349952.0
2021-06-01 15:30:03	68096000.0
2021-06-01 15:35:03	66936832.0
2021-06-01 15:40:03	67588096.0
2021-06-01 15:45:03	67207168.0
2021-06-01 15:50:03	65929216.0
2021-06-01 15:55:03	66699264.0
2021-06-01 16:00:03	66445312.0
2021-06-01 16:05:03	84860928.0
2021-06-01 16:10:03	84070400.0
2021-06-01 16:15:03	81817600.0
2021-06-01 16:20:03	81182720.0
2021-06-01 16:25:03	80928768.0
2021-06-01 16:30:03	80453632.0
2021-06-01 16:35:03	79912960.0
2021-06-01 16:40:03	79007744.0
2021-06-01 16:45:03	79396864.0
2021-06-01 16:50:03	79269888.0
2021-06-01 16:55:03	78888960.0
2021-06-01 17:00:03	78508032.0
2021-06-01 17:05:03	77881344.0
2021-06-01 17:10:03	77119488.0
2021-06-01 17:15:03	76865536.0
2021-06-01 17:20:03	76705792.0
2021-06-01 17:25:03	76103680.0
2021-06-01 17:30:03	74944512.0
2021-06-01 17:35:03	75595776.0
2021-06-01 17:40:03	75460608.0
2021-06-01 17:45:03	75079680.0
2021-06-01 17:50:03	74444800.0
2021-06-01 17:55:03	70746112.0
2021-06-01 18:00:03	70889472.0
2021-06-01 18:05:03	70000640.0
2021-06-01 18:10:03	69373952.0
2021-06-01 18:15:03	68866048.0
2021-06-01 18:20:03	68485120.0
2021-06-01 18:25:03	68104192.0
2021-06-01 18:30:03	67977216.0
2021-06-01 18:35:03	67334144.0
2021-06-01 18:40:03	67342336.0
2021-06-01 18:45:03	66580480.0
2021-06-01 18:50:03	66326528.0
2021-06-01 18:55:03	66326528.0
2021-06-01 19:00:03	65945600.0
2021-06-01 19:05:03	85106688.0
2021-06-01 19:10:03	84471808.0
2021-06-01 19:15:03	84094976.0
2021-06-01 19:20:03	83968000.0
2021-06-01 19:25:03	83587072.0
2021-06-01 19:30:03	83206144.0
2021-06-01 19:35:03	81539072.0
2021-06-01 19:40:03	82698240.0
2021-06-01 19:45:03	82698240.0
2021-06-01 19:50:03	82698240.0
2021-06-01 19:55:03	82063360.0
2021-06-01 20:00:03	81936384.0
2021-06-01 20:05:03	81055744.0
2021-06-01 20:10:03	80285696.0
2021-06-01 20:15:03	79769600.0
2021-06-01 20:20:03	79515648.0
2021-06-01 20:25:03	78913536.0
2021-06-01 20:30:03	77086720.0
2021-06-01 20:35:03	77983744.0
2021-06-01 20:40:03	77864960.0
2021-06-01 20:45:03	77746176.0
2021-06-01 20:50:03	77619200.0
2021-06-01 20:55:03	76206080.0
2021-06-01 21:00:03	76984320.0
2021-06-01 21:05:03	76484608.0
2021-06-01 21:10:03	75849728.0
2021-06-01 21:15:03	75722752.0
2021-06-01 21:20:03	74182656.0
2021-06-01 21:25:03	74706944.0
2021-06-01 21:30:03	74579968.0
2021-06-01 21:35:03	72777728.0
2021-06-01 21:40:03	74063872.0
2021-06-01 21:45:03	72626176.0
2021-06-01 21:50:03	73809920.0
2021-06-01 21:55:03	73682944.0
2021-06-01 22:00:03	73428992.0
2021-06-01 22:05:03	71643136.0
2021-06-01 22:10:03	72413184.0
2021-06-01 22:15:03	71905280.0
2021-06-01 22:20:03	71778304.0
2021-06-01 22:25:03	71778304.0
2021-06-01 22:30:03	71524352.0
2021-06-01 22:35:03	69611520.0
2021-06-01 22:40:03	70389760.0
2021-06-01 22:45:03	70516736.0
2021-06-01 22:50:03	70516736.0
2021-06-01 22:55:03	69881856.0
2021-06-01 23:00:03	69627904.0
2021-06-01 23:05:03	68993024.0
2021-06-01 23:10:03	68476928.0
2021-06-01 23:15:03	68349952.0
2021-06-01 23:20:03	67842048.0
2021-06-01 23:25:03	67842048.0
2021-06-01 23:30:03	67461120.0
2021-06-01 23:35:03	66961408.0
2021-06-01 23:40:03	66961408.0
2021-06-01 23:45:03	66195456.0
2021-06-01 23:50:03	65400832.0
2021-06-01 23:55:03	65179648.0
2021-06-02 00:00:03	65056768.0
2021-06-02 00:05:03	83722240.0
2021-06-02 00:10:03	82669568.0
2021-06-02 00:15:03	82477056.0
2021-06-02 00:20:03	82452480.0
2021-06-02 00:25:03	82325504.0
2021-06-02 00:30:03	82071552.0
2021-06-02 00:35:03	81809408.0
2021-06-02 00:40:03	81555456.0
2021-06-02 00:45:03	81301504.0
2021-06-02 00:50:03	81174528.0
2021-06-02 00:55:03	81014784.0
2021-06-02 01:00:03	79372288.0
2021-06-02 01:05:03	80420864.0
2021-06-02 01:10:03	80134144.0
2021-06-02 01:15:03	79245312.0
2021-06-02 01:20:03	79118336.0
2021-06-02 01:25:03	79151104.0
2021-06-02 01:30:03	78770176.0
2021-06-02 01:35:03	78508032.0
2021-06-02 01:40:03	78389248.0
2021-06-02 01:45:03	78389248.0
2021-06-02 01:50:03	78135296.0
2021-06-02 01:55:03	78008320.0
2021-06-02 02:00:03	77787136.0
2021-06-02 02:05:03	77373440.0
2021-06-02 02:10:03	76603392.0
2021-06-02 02:15:03	76603392.0
2021-06-02 02:20:03	76222464.0
2021-06-02 02:25:03	75206656.0
2021-06-02 02:30:03	74571776.0
2021-06-02 02:35:03	74326016.0
2021-06-02 02:40:03	74317824.0
2021-06-02 02:45:03	74317824.0
2021-06-02 02:50:03	73936896.0
2021-06-02 02:55:03	72777728.0
2021-06-02 03:00:03	73555968.0
2021-06-02 03:05:03	72929280.0
2021-06-02 03:10:03	72294400.0
2021-06-02 03:15:03	71913472.0
2021-06-02 03:20:03	71786496.0
2021-06-02 03:25:03	71532544.0
2021-06-02 03:30:03	71405568.0
2021-06-02 03:35:03	71143424.0
2021-06-02 03:40:03	71151616.0
2021-06-02 03:45:03	70897664.0
2021-06-02 03:50:03	70008832.0
2021-06-02 03:55:03	69881856.0
2021-06-02 04:00:03	69881856.0
2021-06-02 04:05:03	69373952.0
2021-06-02 04:10:03	68485120.0
2021-06-02 04:15:03	68231168.0
2021-06-02 04:20:03	68104192.0
2021-06-02 04:25:03	67977216.0
2021-06-02 04:30:03	67850240.0
2021-06-02 04:35:03	66285568.0
2021-06-02 04:40:03	67469312.0
2021-06-02 04:45:03	67469312.0
2021-06-02 04:50:03	67215360.0
2021-06-02 04:55:03	67088384.0
2021-06-02 05:00:03	66961408.0
2021-06-02 05:05:03	66445312.0
2021-06-02 05:10:03	64557056.0
2021-06-02 05:15:03	81301504.0
2021-06-02 05:20:03	79888384.0
2021-06-02 05:25:03	90959872.0
2021-06-02 05:30:03	86642688.0
2021-06-02 05:35:03	81080320.0
2021-06-02 05:40:03	80404480.0
2021-06-02 05:45:03	80404480.0
2021-06-02 05:50:03	79261696.0
2021-06-02 05:55:03	79007744.0
2021-06-02 06:00:03	76832768.0
2021-06-02 06:05:03	75190272.0
2021-06-02 06:10:03	112148480.0
2021-06-02 06:15:03	111259648.0
2021-06-02 06:20:03	110243840.0
2021-06-02 06:25:03	102498304.0
2021-06-02 06:30:03	101609472.0
2021-06-02 06:35:03	100982784.0
2021-06-02 06:40:03	99569664.0
2021-06-02 06:45:03	99966976.0
2021-06-02 06:50:04	99807232.0
2021-06-02 06:55:04	98013184.0
2021-06-02 07:00:04	98824192.0
2021-06-02 07:05:04	97427456.0
2021-06-02 07:10:04	96403456.0
2021-06-02 07:15:04	96022528.0
2021-06-02 07:20:04	95133696.0
2021-06-02 07:25:04	93609984.0
2021-06-02 07:30:04	93229056.0
2021-06-02 07:35:04	90918912.0
2021-06-02 07:40:04	92086272.0
2021-06-02 07:45:04	91578368.0
2021-06-02 07:50:04	88879104.0
2021-06-02 07:55:04	90689536.0
2021-06-02 08:00:04	89149440.0
2021-06-02 08:05:04	88920064.0
2021-06-02 08:10:04	87904256.0
2021-06-02 08:15:04	87650304.0
2021-06-02 08:20:04	87142400.0
2021-06-02 08:25:04	85221376.0
2021-06-02 08:30:04	85872640.0
2021-06-02 08:35:04	85102592.0
2021-06-02 08:40:04	84983808.0
2021-06-02 08:45:04	84348928.0
2021-06-02 08:50:04	83062784.0
2021-06-02 08:55:04	83587072.0
2021-06-02 09:00:04	83333120.0
2021-06-02 09:05:04	82182144.0
2021-06-02 09:10:04	81301504.0
2021-06-02 09:15:04	78475264.0
2021-06-02 09:20:04	79634432.0
2021-06-02 09:25:04	80031744.0
2021-06-02 09:30:04	79650816.0
2021-06-02 09:35:04	78372864.0
2021-06-02 09:40:04	78118912.0
2021-06-02 09:45:04	77864960.0
2021-06-02 09:50:04	77357056.0
2021-06-02 09:55:04	94625792.0
2021-06-02 10:00:04	93356032.0
2021-06-02 10:05:04	91967488.0
2021-06-02 10:10:04	91078656.0
2021-06-02 10:15:04	90570752.0
2021-06-02 10:20:04	90284032.0
2021-06-02 10:25:04	89554944.0
2021-06-02 10:30:04	87887872.0
2021-06-02 10:35:04	88657920.0
2021-06-02 10:40:04	88285184.0
2021-06-02 10:45:04	88285184.0
2021-06-02 10:50:04	87904256.0
2021-06-02 10:55:04	87396352.0
2021-06-02 11:00:04	87015424.0
2021-06-02 11:05:04	84967424.0
2021-06-02 11:10:04	85618688.0
2021-06-02 11:15:04	85237760.0
2021-06-02 11:20:04	84602880.0
2021-06-02 11:25:04	83714048.0
2021-06-02 11:30:04	83460096.0
2021-06-02 11:35:04	82952192.0
2021-06-02 11:40:04	81530880.0
2021-06-02 11:45:04	82309120.0
2021-06-02 11:50:04	82055168.0
2021-06-02 11:55:04	81928192.0
2021-06-02 12:00:04	79753216.0
2021-06-02 12:05:04	80539648.0
2021-06-02 12:10:04	79650816.0
2021-06-02 12:15:04	79269888.0
2021-06-02 12:20:04	79015936.0
2021-06-02 12:25:04	78508032.0
2021-06-02 12:30:04	78127104.0
2021-06-02 12:35:04	77737984.0
2021-06-02 12:40:04	77238272.0
2021-06-02 12:45:04	77365248.0
2021-06-02 12:50:04	76984320.0
2021-06-02 12:55:04	75444224.0
2021-06-02 13:00:04	76349440.0
2021-06-02 13:05:04	75587584.0
2021-06-02 13:10:04	74817536.0
2021-06-02 13:15:04	74436608.0
2021-06-02 13:20:04	74055680.0
2021-06-02 13:25:04	73674752.0
2021-06-02 13:30:04	72134656.0
2021-06-02 13:35:04	71770112.0
2021-06-02 13:40:04	68595712.0
2021-06-02 13:45:04	68468736.0
2021-06-02 13:50:04	67960832.0
2021-06-02 13:55:04	67833856.0
2021-06-02 14:00:04	66945024.0
2021-06-02 14:05:04	66572288.0
2021-06-02 14:10:04	89284608.0
2021-06-02 14:15:04	87003136.0
2021-06-02 14:20:04	86241280.0
2021-06-02 14:25:04	84717568.0
2021-06-02 14:30:04	84082688.0
2021-06-02 14:35:04	83324928.0
2021-06-02 14:40:04	82173952.0
2021-06-02 14:45:04	83079168.0
2021-06-02 14:50:04	82444288.0
2021-06-02 14:55:04	81936384.0
2021-06-02 15:00:04	81809408.0
2021-06-02 15:05:04	79888384.0
2021-06-02 15:10:04	80023552.0
2021-06-02 15:15:04	79896576.0
2021-06-02 15:20:04	79388672.0
2021-06-02 15:25:04	78499840.0
2021-06-02 15:30:04	78118912.0
2021-06-02 15:35:04	77475840.0
2021-06-02 15:40:04	77357056.0
2021-06-02 15:45:04	77111296.0
2021-06-02 15:50:04	76730368.0
2021-06-02 15:55:04	75530240.0
2021-06-02 16:00:04	75833344.0
2021-06-02 16:05:04	74817536.0
2021-06-02 16:10:04	74158080.0
2021-06-02 16:15:04	71618560.0
2021-06-02 16:20:04	71331840.0
2021-06-02 16:25:04	70475776.0
2021-06-02 16:30:04	70508544.0
2021-06-02 16:35:04	70000640.0
2021-06-02 16:40:04	69611520.0
2021-06-02 16:45:04	69357568.0
2021-06-02 16:50:04	68976640.0
2021-06-02 16:55:04	68468736.0
2021-06-02 17:00:04	68087808.0
2021-06-02 17:05:04	67690496.0
2021-06-02 17:10:04	66953216.0
2021-06-02 17:15:04	66412544.0
2021-06-02 17:20:04	66445312.0
2021-06-02 17:25:04	65937408.0
2021-06-02 17:30:04	65683456.0
2021-06-02 17:35:04	80756736.0
2021-06-02 17:40:04	79273984.0
2021-06-02 17:45:04	79028224.0
2021-06-02 17:50:04	78139392.0
2021-06-02 17:55:04	77758464.0
2021-06-02 18:00:04	77377536.0
2021-06-02 18:05:04	76480512.0
2021-06-02 18:10:04	75599872.0
2021-06-02 18:15:04	75091968.0
2021-06-02 18:20:04	74964992.0
2021-06-02 18:25:04	74584064.0
2021-06-02 18:30:04	74076160.0
2021-06-02 18:35:04	73560064.0
2021-06-02 18:40:04	73441280.0
2021-06-02 18:45:04	72679424.0
2021-06-02 18:50:04	72298496.0
2021-06-02 18:55:04	71917568.0
2021-06-02 19:00:04	71790592.0
2021-06-02 19:05:04	71020544.0
2021-06-02 19:10:04	70131712.0
2021-06-02 19:15:04	69877760.0
2021-06-02 19:20:04	69369856.0
2021-06-02 19:25:04	69115904.0
2021-06-02 19:30:04	68513792.0
2021-06-02 19:35:04	68259840.0
2021-06-02 19:40:04	68067328.0
2021-06-02 19:45:04	67813376.0
2021-06-02 19:50:04	67686400.0
2021-06-02 19:55:04	67211264.0
2021-06-02 20:00:04	66830336.0
2021-06-02 20:05:04	66457600.0
2021-06-02 20:10:04	65568768.0
2021-06-02 20:15:04	64536576.0
2021-06-02 20:20:04	65314816.0
2021-06-02 20:25:04	64679936.0
2021-06-02 20:30:04	64679936.0
2021-06-02 20:35:04	78131200.0
2021-06-02 20:40:04	76599296.0
2021-06-02 20:45:04	77885440.0
2021-06-02 20:50:04	77504512.0
2021-06-02 20:55:04	77504512.0
2021-06-02 21:00:04	76996608.0
2021-06-02 21:05:04	76361728.0
2021-06-02 21:10:04	75534336.0
2021-06-02 21:15:04	74313728.0
2021-06-02 21:20:04	75091968.0
2021-06-02 21:25:04	74186752.0
2021-06-02 21:30:04	74457088.0
2021-06-02 21:35:04	73003008.0
2021-06-02 21:40:04	73043968.0
2021-06-02 21:45:04	73416704.0
2021-06-02 21:50:04	73052160.0
2021-06-02 21:55:04	71860224.0
2021-06-02 22:00:04	72290304.0
2021-06-02 22:05:04	71655424.0
2021-06-02 22:10:04	71147520.0
2021-06-02 22:15:04	70758400.0
2021-06-02 22:20:04	69693440.0
2021-06-02 22:25:04	70115328.0
2021-06-02 22:30:04	70131712.0
2021-06-02 22:35:04	69632000.0
2021-06-02 22:40:04	69369856.0
2021-06-02 22:45:04	69242880.0
2021-06-02 22:50:04	69115904.0
2021-06-02 22:55:04	68861952.0
2021-06-02 23:00:04	96247808.0
2021-06-02 23:05:04	92319744.0
2021-06-02 23:10:04	91176960.0
2021-06-02 23:15:04	90542080.0
2021-06-02 23:20:04	88764416.0
2021-06-02 23:25:04	85463040.0
2021-06-02 23:30:04	85463040.0
2021-06-02 23:35:04	84066304.0
2021-06-02 23:40:04	83939328.0
2021-06-02 23:45:04	82653184.0
2021-06-02 23:50:04	83304448.0
2021-06-02 23:55:04	83177472.0
2021-06-03 00:00:04	82669568.0
2021-06-03 00:05:04	81645568.0
2021-06-03 00:10:04	80384000.0
2021-06-03 00:15:04	80003072.0
2021-06-03 00:20:04	79622144.0
2021-06-03 00:25:04	79241216.0
2021-06-03 00:30:04	78987264.0
2021-06-03 00:35:04	78344192.0
2021-06-03 00:40:04	78225408.0
2021-06-03 00:45:04	78000128.0
2021-06-03 00:50:04	77844480.0
2021-06-03 00:55:04	76304384.0
2021-06-03 01:00:04	76828672.0
2021-06-03 01:05:04	76447744.0
2021-06-03 01:10:04	75677696.0
2021-06-03 01:15:04	75677696.0
2021-06-03 01:20:04	75042816.0
2021-06-03 01:25:04	73883648.0
2021-06-03 01:30:04	74502144.0
2021-06-03 01:35:04	72462336.0
2021-06-03 01:40:04	73740288.0
2021-06-03 01:45:04	73359360.0
2021-06-03 01:50:04	73105408.0
2021-06-03 01:55:04	72724480.0
2021-06-03 02:00:04	72724480.0
2021-06-03 02:05:04	69144576.0
2021-06-03 02:10:04	71081984.0
2021-06-03 02:15:04	70701056.0
2021-06-03 02:20:04	70320128.0
2021-06-03 02:25:04	68255744.0
2021-06-03 02:30:04	67780608.0
2021-06-03 02:35:04	67526656.0
2021-06-03 02:40:04	67137536.0
2021-06-03 02:45:04	66224128.0
2021-06-03 02:50:04	65851392.0
2021-06-03 02:55:04	66629632.0
2021-06-03 03:00:04	66375680.0
2021-06-03 03:05:04	77557760.0
2021-06-03 03:10:04	75907072.0
2021-06-03 03:15:04	75145216.0
2021-06-03 03:20:04	74891264.0
2021-06-03 03:25:04	74383360.0
2021-06-03 03:30:04	74256384.0
2021-06-03 03:35:04	73494528.0
2021-06-03 03:40:04	72335360.0
2021-06-03 03:45:04	73240576.0
2021-06-03 03:50:04	73240576.0
2021-06-03 03:55:04	72732672.0
2021-06-03 04:00:04	71319552.0
2021-06-03 04:05:04	71589888.0
2021-06-03 04:10:04	70701056.0
2021-06-03 04:15:04	70193152.0
2021-06-03 04:20:04	70066176.0
2021-06-03 04:25:04	69558272.0
2021-06-03 04:30:04	67891200.0
2021-06-03 04:35:04	66080768.0
2021-06-03 04:40:04	68669440.0
2021-06-03 04:45:04	68542464.0
2021-06-03 04:50:04	68288512.0
2021-06-03 04:55:04	68034560.0
2021-06-03 05:00:04	66621440.0
2021-06-03 05:05:04	66977792.0
2021-06-03 05:10:04	66097152.0
2021-06-03 05:15:04	65716224.0
2021-06-03 05:20:04	65622016.0
2021-06-03 05:25:04	65241088.0
2021-06-03 05:30:04	64733184.0
2021-06-03 05:35:04	78311424.0
2021-06-03 05:40:04	76779520.0
2021-06-03 05:45:04	77430784.0
2021-06-03 05:50:04	76922880.0
2021-06-03 05:55:04	75382784.0
2021-06-03 06:00:04	74874880.0
2021-06-03 06:05:04	75517952.0
2021-06-03 06:10:04	74637312.0
2021-06-03 06:15:04	74129408.0
2021-06-03 06:20:04	74129408.0
2021-06-03 06:25:04	67653632.0
2021-06-03 06:30:04	67907584.0
2021-06-03 06:35:04	67272704.0
2021-06-03 06:40:04	67018752.0
2021-06-03 06:45:04	66510848.0
2021-06-03 06:50:04	96968704.0
2021-06-03 06:55:04	96858112.0
2021-06-03 07:00:04	95461376.0
2021-06-03 07:05:04	91136000.0
2021-06-03 07:10:04	90247168.0
2021-06-03 07:15:04	89612288.0
2021-06-03 07:20:04	89104384.0
2021-06-03 07:25:04	88342528.0
2021-06-03 07:30:04	87707648.0
2021-06-03 07:35:04	87580672.0
2021-06-03 07:40:04	87072768.0
2021-06-03 07:45:04	85532672.0
2021-06-03 07:50:04	85024768.0
2021-06-03 07:55:04	85929984.0
2021-06-03 08:00:04	85549056.0
2021-06-03 08:05:04	84922368.0
2021-06-03 08:10:04	84287488.0
2021-06-03 08:15:04	83779584.0
2021-06-03 08:20:04	80826368.0
2021-06-03 08:25:04	82382848.0
2021-06-03 08:30:04	81494016.0
2021-06-03 08:35:04	90390528.0
2021-06-03 08:40:04	89255936.0
2021-06-03 08:45:04	88748032.0
2021-06-03 08:50:04	87732224.0
2021-06-03 08:55:04	86970368.0
2021-06-03 09:00:04	83668992.0
2021-06-03 09:05:04	79470592.0
2021-06-03 09:10:04	76939264.0
2021-06-03 09:15:04	76304384.0
2021-06-03 09:20:04	75669504.0
2021-06-03 09:25:04	73891840.0
2021-06-03 09:30:04	73637888.0
2021-06-03 09:35:04	70955008.0
2021-06-03 09:40:04	71979008.0
2021-06-03 09:45:04	71725056.0
2021-06-03 09:50:04	71344128.0
2021-06-03 09:55:04	70262784.0
2021-06-03 10:00:04	68595712.0
2021-06-03 10:05:04	68239360.0
2021-06-03 10:10:04	66961408.0
2021-06-03 10:15:04	66707456.0
2021-06-03 10:20:04	66199552.0
2021-06-03 10:25:04	65310720.0
2021-06-03 10:30:04	64548864.0
2021-06-03 10:35:04	71557120.0
2021-06-03 10:40:04	71151616.0
2021-06-03 10:45:04	70516736.0
2021-06-03 10:50:04	70389760.0
2021-06-03 10:55:04	70008832.0
2021-06-03 11:00:04	69500928.0
2021-06-03 11:05:04	68485120.0
2021-06-03 11:10:04	67723264.0
2021-06-03 11:15:04	67342336.0
2021-06-03 11:20:04	66834432.0
2021-06-03 11:25:04	65167360.0
2021-06-03 11:30:04	65818624.0
2021-06-03 11:35:04	79396864.0
2021-06-03 11:40:04	78897152.0
2021-06-03 11:45:04	78897152.0
2021-06-03 11:50:04	77230080.0
2021-06-03 11:55:04	77754368.0
2021-06-03 12:00:04	77119488.0
2021-06-03 12:05:04	76349440.0
2021-06-03 12:10:04	73928704.0
2021-06-03 12:15:04	75087872.0
2021-06-03 12:20:04	74326016.0
2021-06-03 12:25:04	73691136.0
2021-06-03 12:30:04	73691136.0
2021-06-03 12:35:04	72794112.0
2021-06-03 12:40:04	72675328.0
2021-06-03 12:45:04	72421376.0
2021-06-03 12:50:04	69595136.0
2021-06-03 12:55:04	71151616.0
2021-06-03 13:00:04	70770688.0
2021-06-03 13:05:04	70000640.0
2021-06-03 13:10:04	69111808.0
