ts	cloudhttp_asia_pacific_tokyo_response_time
2021-06-03 13:07:58	474.0
2021-06-03 13:17:58	509.0
2021-06-03 13:27:58	468.0
2021-06-03 13:37:58	427.0
2021-06-03 13:47:58	420.0
2021-06-03 13:57:58	372.0
2021-06-03 14:07:58	461.0
2021-06-03 14:17:58	409.0
2021-06-03 14:27:58	454.0
2021-06-03 14:37:58	477.0
2021-06-03 14:47:58	589.0
2021-06-03 14:57:58	480.0
2021-06-03 15:07:58	474.0
2021-06-03 15:17:58	495.0
2021-06-03 15:27:58	450.0
2021-06-03 15:37:58	510.0
2021-06-03 15:47:58	376.0
2021-06-03 15:57:58	516.0
2021-06-03 16:07:58	521.0
2021-06-03 16:17:58	602.0
2021-06-03 16:27:58	403.0
2021-06-03 16:37:58	472.0
2021-06-03 16:47:58	592.0
2021-06-03 16:57:58	513.0
2021-06-03 17:07:58	500.0
2021-06-03 17:17:58	452.0
2021-06-03 17:27:58	438.0
2021-06-03 17:37:58	476.0
2021-06-03 17:47:58	499.0
2021-06-03 17:57:58	442.0
2021-06-03 18:07:58	599.0
2021-06-03 18:17:58	446.0
2021-06-03 18:27:58	471.0
2021-06-03 18:37:58	521.0
2021-06-03 18:47:58	476.0
2021-06-03 18:57:58	364.0
2021-06-03 19:07:58	460.0
2021-06-03 19:17:58	429.0
2021-06-03 19:27:58	980.0
2021-06-03 19:37:58	807.0
2021-06-03 19:47:58	964.0
2021-06-03 19:57:58	273.0
2021-06-03 20:07:58	782.0
2021-06-03 20:17:58	779.0
2021-06-03 20:27:58	804.0
2021-06-03 20:37:58	775.0
2021-06-03 20:47:58	815.0
2021-06-03 20:57:58	960.0
2021-06-03 21:07:58	865.0
2021-06-03 21:17:58	0.0
2021-06-03 21:27:58	290.0
2021-06-03 21:37:58	849.0
2021-06-03 21:47:58	977.0
2021-06-03 21:57:58	794.0
2021-06-03 22:07:58	358.0
2021-06-03 22:17:58	806.0
2021-06-03 22:27:58	773.0
2021-06-03 22:37:58	47.0
2021-06-03 22:47:58	831.0
2021-06-03 22:57:58	841.0
2021-06-03 23:07:58	519.0
2021-06-03 23:17:58	990.0
2021-06-03 23:27:58	761.0
2021-06-03 23:37:58	807.0
2021-06-03 23:47:58	837.0
2021-06-03 23:57:58	859.0
2021-06-04 00:07:58	805.0
2021-06-04 00:17:58	818.0
2021-06-04 00:27:58	852.0
2021-06-04 00:37:58	893.0
2021-06-04 00:47:58	825.0
2021-06-04 00:57:58	822.0
2021-06-04 01:07:58	796.0
2021-06-04 01:17:58	901.0
2021-06-04 01:27:58	94.0
2021-06-04 01:37:58	793.0
2021-06-04 01:47:58	920.0
2021-06-04 01:57:58	978.0
2021-06-04 02:07:58	71.0
2021-06-04 02:17:58	804.0
2021-06-04 02:27:58	762.0
2021-06-04 02:37:58	777.0
2021-06-04 02:47:58	763.0
2021-06-04 02:57:58	794.0
2021-06-04 03:07:58	888.0
2021-06-04 03:17:58	781.0
2021-06-04 03:27:58	809.0
2021-06-04 03:37:58	864.0
2021-06-04 03:47:58	30.0
2021-06-04 03:57:58	978.0
2021-06-04 04:07:58	984.0
2021-06-04 04:17:58	985.0
2021-06-04 04:27:58	976.0
2021-06-04 04:37:58	844.0
2021-06-04 04:47:58	976.0
2021-06-04 04:57:58	129.0
2021-06-04 05:07:58	791.0
2021-06-04 05:17:58	781.0
2021-06-04 05:27:58	941.0
2021-06-04 05:37:58	963.0
2021-06-04 05:47:58	952.0
2021-06-04 05:57:58	986.0
2021-06-04 06:07:58	799.0
2021-06-04 06:17:58	798.0
2021-06-04 06:27:58	428.0
2021-06-04 06:37:58	851.0
2021-06-04 06:47:58	576.0
2021-06-04 06:57:58	90.0
2021-06-04 07:07:58	802.0
2021-06-04 07:17:58	5.0
2021-06-04 07:27:58	787.0
2021-06-04 07:37:58	449.0
2021-06-04 07:47:58	702.0
2021-06-04 07:57:58	808.0
2021-06-04 08:07:58	945.0
2021-06-04 08:17:58	907.0
2021-06-04 08:27:58	818.0
2021-06-04 08:37:58	770.0
2021-06-04 08:47:58	702.0
2021-06-04 08:57:58	69.0
2021-06-04 09:07:58	446.0
2021-06-04 09:17:58	458.0
2021-06-04 09:27:58	442.0
2021-06-04 09:37:58	463.0
2021-06-04 09:47:58	430.0
2021-06-04 09:57:58	463.0
2021-06-04 10:07:58	420.0
2021-06-04 10:17:58	472.0
2021-06-04 10:27:58	429.0
2021-06-04 10:37:58	463.0
2021-06-04 10:47:58	455.0
2021-06-04 10:57:58	422.0
2021-06-04 11:07:58	587.0
2021-06-04 11:17:58	447.0
2021-06-04 11:27:58	452.0
2021-06-04 11:37:58	401.0
2021-06-04 11:47:58	462.0
2021-06-04 11:57:58	506.0
2021-06-04 12:07:58	609.0
2021-06-04 12:17:58	479.0
2021-06-04 12:27:58	391.0
2021-06-04 12:37:58	463.0
2021-06-04 12:47:58	476.0
2021-06-04 12:57:58	469.0
2021-06-04 13:07:58	408.0
2021-06-04 13:17:58	411.0
2021-06-04 13:27:58	447.0
2021-06-04 13:37:58	507.0
2021-06-04 13:47:58	436.0
2021-06-04 13:57:58	483.0
2021-06-04 14:07:58	497.0
2021-06-04 14:17:58	633.0
2021-06-04 14:27:58	435.0
2021-06-04 14:37:58	479.0
2021-06-04 14:47:58	632.0
2021-06-04 14:57:58	612.0
2021-06-04 15:07:58	720.0
2021-06-04 15:17:58	799.0
2021-06-04 15:27:58	417.0
2021-06-04 15:37:58	665.0
2021-06-04 15:47:58	982.0
2021-06-04 15:57:58	614.0
2021-06-04 16:07:58	121.0
2021-06-04 16:17:58	439.0
2021-06-04 16:27:58	892.0
2021-06-04 16:37:58	406.0
2021-06-04 16:47:58	156.0
2021-06-04 16:57:58	417.0
2021-06-04 17:07:58	670.0
2021-06-04 17:17:58	756.0
2021-06-04 17:27:58	666.0
2021-06-04 17:37:58	442.0
2021-06-04 17:47:58	666.0
2021-06-04 17:57:58	446.0
2021-06-04 18:07:58	669.0
2021-06-04 18:17:58	632.0
2021-06-04 18:27:58	442.0
2021-06-04 18:37:58	490.0
2021-06-04 18:47:58	412.0
2021-06-04 18:57:58	443.0
2021-06-04 19:07:58	323.0
2021-06-04 19:17:58	648.0
2021-06-04 19:27:58	818.0
2021-06-04 19:37:58	93.0
2021-06-04 19:47:58	893.0
2021-06-04 19:57:58	780.0
2021-06-04 20:07:58	789.0
2021-06-04 20:17:58	107.0
2021-06-04 20:27:58	802.0
2021-06-04 20:37:58	785.0
2021-06-04 20:47:58	862.0
2021-06-04 20:57:58	841.0
2021-06-04 21:07:58	866.0
2021-06-04 21:17:58	776.0
2021-06-04 21:27:58	757.0
2021-06-04 21:37:58	874.0
2021-06-04 21:47:58	816.0
2021-06-04 21:57:58	827.0
2021-06-04 22:07:58	796.0
2021-06-04 22:17:58	804.0
2021-06-04 22:27:58	829.0
2021-06-04 22:37:58	766.0
2021-06-04 22:47:58	766.0
2021-06-04 22:57:58	786.0
2021-06-04 23:07:58	842.0
2021-06-04 23:17:58	788.0
2021-06-04 23:27:58	808.0
2021-06-04 23:37:58	795.0
2021-06-04 23:47:58	890.0
2021-06-04 23:57:58	485.0
2021-06-05 00:07:58	146.0
2021-06-05 00:17:58	437.0
2021-06-05 00:27:58	430.0
2021-06-05 00:37:58	429.0
2021-06-05 00:47:58	366.0
2021-06-05 00:57:58	449.0
2021-06-05 01:07:58	405.0
2021-06-05 01:17:58	440.0
2021-06-05 01:27:58	965.0
2021-06-05 01:37:58	427.0
2021-06-05 01:47:58	479.0
2021-06-05 01:57:58	175.0
2021-06-05 02:07:58	447.0
2021-06-05 02:17:58	445.0
2021-06-05 02:27:58	130.0
2021-06-05 02:37:58	517.0
2021-06-05 02:47:58	436.0
2021-06-05 02:57:58	458.0
2021-06-05 03:07:58	469.0
2021-06-05 03:17:58	442.0
2021-06-05 03:27:58	510.0
2021-06-05 03:37:58	624.0
2021-06-05 03:47:58	376.0
2021-06-05 03:57:58	457.0
2021-06-05 04:07:58	461.0
2021-06-05 04:17:58	384.0
2021-06-05 04:27:58	483.0
2021-06-05 04:37:58	376.0
2021-06-05 04:47:58	444.0
2021-06-05 04:57:58	484.0
2021-06-05 05:07:58	447.0
2021-06-05 05:17:58	508.0
2021-06-05 05:27:58	430.0
2021-06-05 05:37:58	382.0
2021-06-05 05:47:58	395.0
2021-06-05 05:57:58	445.0
2021-06-05 06:07:58	445.0
2021-06-05 06:17:58	414.0
2021-06-05 06:27:58	449.0
2021-06-05 06:37:58	428.0
2021-06-05 06:47:58	445.0
2021-06-05 06:57:58	430.0
2021-06-05 07:07:58	183.0
2021-06-05 07:17:58	412.0
2021-06-05 07:27:58	421.0
2021-06-05 07:37:58	146.0
2021-06-05 07:47:58	457.0
2021-06-05 07:57:58	430.0
2021-06-05 08:07:58	458.0
2021-06-05 08:17:58	454.0
2021-06-05 08:27:58	392.0
2021-06-05 08:37:58	654.0
2021-06-05 08:47:58	464.0
2021-06-05 08:57:58	429.0
2021-06-05 09:07:58	458.0
2021-06-05 09:17:58	445.0
2021-06-05 09:27:58	461.0
2021-06-05 09:37:58	457.0
2021-06-05 09:47:58	448.0
2021-06-05 09:57:58	406.0
2021-06-05 10:07:58	467.0
2021-06-05 10:17:58	486.0
2021-06-05 10:27:58	425.0
2021-06-05 10:37:58	384.0
2021-06-05 10:47:58	436.0
2021-06-05 10:57:58	380.0
2021-06-05 11:07:58	465.0
2021-06-05 11:17:58	381.0
2021-06-05 11:27:58	163.0
2021-06-05 11:37:58	493.0
2021-06-05 11:47:58	469.0
2021-06-05 11:57:58	424.0
2021-06-05 12:07:58	474.0
2021-06-05 12:17:58	440.0
2021-06-05 12:27:58	420.0
2021-06-05 12:37:58	459.0
2021-06-05 12:47:58	404.0
2021-06-05 12:57:58	411.0
2021-06-05 13:07:58	440.0
2021-06-05 13:17:58	454.0
2021-06-05 13:27:58	432.0
2021-06-05 13:37:58	490.0
2021-06-05 13:47:58	450.0
2021-06-05 13:57:58	436.0
2021-06-05 14:07:58	520.0
2021-06-05 14:17:58	450.0
2021-06-05 14:27:58	687.0
2021-06-05 14:37:58	421.0
2021-06-05 14:47:58	482.0
2021-06-05 14:57:58	400.0
2021-06-05 15:07:58	485.0
2021-06-05 15:17:58	381.0
2021-06-05 15:27:58	421.0
2021-06-05 15:37:58	613.0
2021-06-05 15:47:58	426.0
2021-06-05 15:57:58	152.0
2021-06-05 16:07:58	443.0
2021-06-05 16:17:58	447.0
2021-06-05 16:27:58	484.0
2021-06-05 16:37:58	450.0
2021-06-05 16:47:58	380.0
2021-06-05 16:57:58	432.0
2021-06-05 17:07:58	189.0
2021-06-05 17:17:58	414.0
2021-06-05 17:27:58	443.0
2021-06-05 17:37:58	467.0
2021-06-05 17:47:58	425.0
2021-06-05 17:57:58	484.0
2021-06-05 18:07:58	449.0
2021-06-05 18:17:58	437.0
2021-06-05 18:27:58	387.0
2021-06-05 18:37:58	943.0
2021-06-05 18:47:58	438.0
2021-06-05 18:57:58	465.0
2021-06-05 19:07:58	451.0
2021-06-05 19:17:58	435.0
2021-06-05 19:27:58	452.0
2021-06-05 19:37:58	450.0
2021-06-05 19:47:58	379.0
2021-06-05 19:57:58	450.0
2021-06-05 20:07:58	472.0
2021-06-05 20:17:58	430.0
2021-06-05 20:27:58	386.0
2021-06-05 20:37:58	402.0
2021-06-05 20:47:58	442.0
2021-06-05 20:57:58	443.0
2021-06-05 21:07:58	542.0
2021-06-05 21:17:58	406.0
2021-06-05 21:27:58	486.0
2021-06-05 21:37:58	488.0
2021-06-05 21:47:58	429.0
2021-06-05 21:57:58	418.0
2021-06-05 22:07:58	552.0
2021-06-05 22:17:58	458.0
2021-06-05 22:27:58	446.0
2021-06-05 22:37:58	431.0
2021-06-05 22:47:58	699.0
2021-06-05 22:57:58	422.0
2021-06-05 23:07:58	438.0
2021-06-05 23:17:58	414.0
2021-06-05 23:27:58	437.0
2021-06-05 23:37:58	127.0
2021-06-05 23:47:58	403.0
2021-06-05 23:57:58	455.0
2021-06-06 00:07:58	477.0
2021-06-06 00:17:58	403.0
2021-06-06 00:27:58	484.0
2021-06-06 00:37:58	501.0
2021-06-06 00:47:58	437.0
2021-06-06 00:57:58	457.0
2021-06-06 01:07:58	476.0
2021-06-06 01:17:58	429.0
2021-06-06 01:27:58	451.0
2021-06-06 01:37:58	413.0
2021-06-06 01:47:58	433.0
2021-06-06 01:57:58	430.0
2021-06-06 02:07:58	460.0
2021-06-06 02:17:58	433.0
2021-06-06 02:27:58	474.0
2021-06-06 02:37:58	413.0
2021-06-06 02:47:58	388.0
2021-06-06 02:57:58	438.0
2021-06-06 03:07:58	395.0
2021-06-06 03:17:58	482.0
2021-06-06 03:27:58	450.0
2021-06-06 03:37:58	432.0
2021-06-06 03:47:58	429.0
2021-06-06 03:57:58	432.0
2021-06-06 04:07:58	452.0
2021-06-06 04:17:58	433.0
2021-06-06 04:27:58	453.0
2021-06-06 04:37:58	388.0
2021-06-06 04:47:58	436.0
2021-06-06 04:57:58	427.0
2021-06-06 05:07:58	396.0
2021-06-06 05:17:58	439.0
2021-06-06 05:27:58	444.0
2021-06-06 05:37:58	385.0
2021-06-06 05:47:58	456.0
2021-06-06 05:57:58	434.0
2021-06-06 06:07:58	424.0
2021-06-06 06:17:58	428.0
2021-06-06 06:27:58	448.0
2021-06-06 06:37:58	434.0
2021-06-06 06:47:58	449.0
2021-06-06 06:57:58	431.0
2021-06-06 07:07:58	462.0
2021-06-06 07:17:58	455.0
2021-06-06 07:27:58	464.0
2021-06-06 07:37:58	448.0
2021-06-06 07:47:58	428.0
2021-06-06 07:57:58	415.0
2021-06-06 08:07:58	450.0
2021-06-06 08:17:58	464.0
2021-06-06 08:27:58	433.0
2021-06-06 08:37:58	472.0
2021-06-06 08:47:58	539.0
2021-06-06 08:57:58	448.0
2021-06-06 09:07:58	448.0
2021-06-06 09:17:58	441.0
2021-06-06 09:27:58	405.0
2021-06-06 09:37:58	475.0
2021-06-06 09:47:58	449.0
2021-06-06 09:57:58	448.0
2021-06-06 10:07:58	452.0
2021-06-06 10:17:58	439.0
2021-06-06 10:27:58	401.0
2021-06-06 10:37:58	586.0
2021-06-06 10:47:58	179.0
2021-06-06 10:57:58	447.0
2021-06-06 11:07:58	464.0
2021-06-06 11:17:58	435.0
2021-06-06 11:27:58	446.0
2021-06-06 11:37:58	423.0
2021-06-06 11:47:58	455.0
2021-06-06 11:57:58	556.0
2021-06-06 12:07:58	482.0
2021-06-06 12:17:58	450.0
2021-06-06 12:27:58	456.0
2021-06-06 12:37:58	411.0
2021-06-06 12:47:58	437.0
2021-06-06 12:57:58	406.0
2021-06-06 13:07:58	429.0
2021-06-06 13:17:58	449.0
2021-06-06 13:27:58	458.0
2021-06-06 13:37:58	369.0
2021-06-06 13:47:58	470.0
2021-06-06 13:57:58	448.0
2021-06-06 14:07:58	487.0
2021-06-06 14:17:58	147.0
2021-06-06 14:27:58	432.0
2021-06-06 14:37:58	480.0
2021-06-06 14:47:58	584.0
2021-06-06 14:57:58	224.0
2021-06-06 15:07:58	434.0
2021-06-06 15:17:58	416.0
2021-06-06 15:27:58	450.0
2021-06-06 15:37:58	650.0
2021-06-06 15:47:58	442.0
2021-06-06 15:57:58	406.0
2021-06-06 16:07:58	440.0
2021-06-06 16:17:58	579.0
2021-06-06 16:27:58	643.0
2021-06-06 16:37:58	429.0
